x,y,radius,size,year,make,type
0.85772861,0.514102744193,1,889.2,2003.0,SBIG,astro
-0.874090341627,0.485763393716,1,889.2,2003.0,SBIG,astro
0.0163617316265,-0.99986613791,1,864.0,2012.0,CANON,dslr
0.380814866985,-1.96341030788,2,864.0,2008.0,NIKON,dslr
-0.970334705924,-1.748842634,2,864.0,2008.0,CANON,dslr
-1.89077063817,0.651909804991,2,864.0,2008.0,NIKON,dslr
-1.0293747953,1.7147558225,2,864.0,2012.0,CANON,dslr
-1.86745388586,-0.715972055445,2,864.0,2012.0,CANON,dslr
1.50995577118,1.31150050289,2,864.0,2012.0,CANON,dslr
1.99970950122,0.0340868114938,2,864.0,2008.0,CANON,dslr
1.55377693135,-1.25927647783,2,864.0,2012.0,CANON,dslr
0.313676954516,1.97524853328,2,864.0,2008.0,CANON,dslr
-2.66714506756,-1.3734399108,3,864.0,2008.0,NIKON,dslr
2.85712503816,-0.914787689206,3,864.0,2012.0,CANON,dslr
2.28956525179,-1.93852803895,3,864.0,2012.0,CANON,dslr
1.3734399108,-2.66714506756,3,864.0,2012.0,CANON,dslr
0.248220793648,-2.98971343737,3,864.0,2012.0,CANON,dslr
-0.914787689206,-2.85712503816,3,864.0,2012.0,CANON,dslr
-1.93852803895,-2.28956525179,3,864.0,2012.0,CANON,dslr
-2.98971343737,-0.248220793648,3,864.0,2008.0,NIKON,dslr
-2.85712503816,0.914787689206,3,864.0,2012.0,CANON,dslr
-2.28956525179,1.93852803895,3,864.0,2008.0,NIKON,dslr
-1.3734399108,2.66714506756,3,864.0,2012.0,CANON,dslr
-0.248220793648,2.98971343737,3,864.0,2008.0,CANON,dslr
0.914787689206,2.85712503816,3,864.0,2008.0,NIKON,dslr
1.93852803895,2.28956525179,3,864.0,2012.0,CANON,dslr
2.66714506756,1.3734399108,3,864.0,2012.0,CANON,dslr
2.98971343737,0.248220793648,3,864.0,2008.0,NIKON,dslr
2.89005581049,-2.76542535829,4,864.0,2012.0,CANON,dslr
3.55209860046,-1.83918338743,4,864.0,2008.0,NIKON,dslr
3.92637148697,-0.763941716567,4,864.0,2008.0,CANON,dslr
3.98255310663,0.373189968836,4,864.0,2012.0,CANON,dslr
1.31494681457,3.77768644475,4,864.0,2008.0,NIKON,dslr
3.14857514083,2.46707814683,4,864.0,2008.0,CANON,dslr
2.32597949029,3.25420027207,4,864.0,2008.0,NIKON,dslr
1.99387788657,-3.46762901324,4,864.0,2008.0,NIKON,dslr
0.197384968237,3.99512692844,4,864.0,2008.0,CANON,dslr
3.71609195875,1.48008802241,4,864.0,2012.0,CANON,dslr
0.936167834334,-3.88890598832,4,864.0,2012.0,CANON,dslr
-3.55209860046,1.83918338743,4,864.0,2008.0,CANON,dslr
-1.31494681457,-3.77768644475,4,864.0,2008.0,NIKON,dslr
-2.32597949029,-3.25420027207,4,864.0,2005.0,CANON,dslr
-3.14857514083,-2.46707814683,4,864.0,2008.0,CANON,dslr
-3.71609195875,-1.48008802241,4,864.0,2012.0,CANON,dslr
-3.98255310663,-0.373189968836,4,864.0,2008.0,CANON,dslr
-3.92637148697,0.763941716567,4,864.0,2012.0,CANON,dslr
-2.89005581049,2.76542535829,4,864.0,2008.0,CANON,dslr
-1.99387788657,3.46762901324,4,864.0,2008.0,NIKON,dslr
-0.936167834334,3.88890598832,4,864.0,2008.0,CANON,dslr
-0.197384968237,-3.99512692844,4,864.0,2012.0,CANON,dslr
-1.70712591136,-4.69954477825,5,864.0,2012.0,CANON,dslr
-0.618577607363,-4.96158863104,5,864.0,2012.0,CANON,dslr
0.500988760817,-4.97483771208,5,864.0,2012.0,CANON,dslr
1.59543346058,-4.73862765712,5,864.0,2008.0,CANON,dslr
2.60987646469,-4.26480302465,5,864.0,2012.0,CANON,dslr
