filename,hue_mean,val_mean,time_rank
./images//8725842_bcc90784d2.jpg,0.23520041466,0.197589780853,0
./images//430342607_94ace38d2c.jpg,0.638742157775,0.403579362745,1
./images//4970409450_5323ac0695.jpg,0.307874499265,0.16515582353,2
./images//2195260615_6a8cd9e9f1.jpg,0.392526790094,0.327930389315,3
./images//91936886_f6ca86c88d.jpg,0.42341352518,0.237580215907,4
./images//91936263_1f6b0ddf17.jpg,0.197016917541,0.28380654323,5
./images//8725852_448aeb66b3.jpg,0.041404964081,0.0183512588117,6
./images//19683137_6ca911ae67.jpg,0.337612284218,0.0220576836601,7
./images//3728582803_91279dd6fc.jpg,0.0,0.0499456,8
./images//467195832_7d7ff3d607.jpg,0.316104370953,0.0202556026144,9
./images//14840952_68cb02b95b.jpg,0.286640274379,0.282995479876,10
./images//502457023_7e27e2b910.jpg,0.473344939231,0.326184752941,11
./images//514882018_4c39ed64a6.jpg,0.675762597087,0.231427726178,12
./images//12719014_2ba3b801a8.jpg,0.0642236021359,0.159620371242,13
./images//43825455_8e48e6fd54.jpg,0.0709304539308,0.227852256209,14
./images//43825458_2e14c9a74b.jpg,0.20482764418,0.143691900654,15
./images//43825777_e194114a6c.jpg,0.186044787419,0.310254996078,16
./images//43825779_54d408e954.jpg,0.166834803622,0.380873014379,17
./images//43826966_b447cb55bd.jpg,0.0466519925297,0.0402128941177,18
./images//834617_f5a4e5507e.jpg,0.160555748228,0.149496177712,19
./images//3808453387_72ab3f776c.jpg,0.30782179539,0.161351242099,20
./images//10916492_513847aefe.jpg,0.501884621648,0.0661719130897,21
./images//10916493_34d4898c90.jpg,0.604453550955,0.106174362598,22
./images//10916501_93f4c72754.jpg,0.135392755271,0.0651268659596,23
./images//10916503_85de491cb9.jpg,0.70536275126,0.128201328532,24
./images//10916505_96e37b2ac9.jpg,0.665520421124,0.173115085389,25
./images//10916506_10e8cc7c15.jpg,0.583859913492,0.195112135177,26
./images//10916512_cd2e7c8088.jpg,0.590244137319,0.216943477124,27
./images//10916514_b1f7d957ad.jpg,0.562326882468,0.158470462946,28
./images//10916516_a8c72b64a1.jpg,0.610892287979,0.270782025072,29
./images//10916519_e60ae2d150.jpg,0.381775820743,0.257828248588,30
./images//10916523_6ecc11b011.jpg,0.703595566139,0.153501503268,31
./images//10916528_8bd3183e90.jpg,0.670853793163,0.192557263146,32
./images//43831827_4815dbc270.jpg,0.0837022726172,0.0746754508294,33
./images//43831824_cb70879a5f.jpg,0.187968816264,0.200932720956,34
./images//3924641958_4b9ef74972.jpg,0.00233223278294,0.0765037440663,35
./images//43832611_bc8a1e429c.jpg,0.197044167467,0.098839719374,36
./images//43832612_64b645380d.jpg,0.230522927517,0.116851481386,37
./images//928107634_751dfb7220.jpg,0.0,0.182571831232,38
./images//928107658_572cd25cf4.jpg,0.0472235135095,0.113522196078,39
./images//953680127_f7c62507bb.jpg,0.0,0.0974746980392,40
./images//928107674_1267418725.jpg,0.0,0.123715388236,41
./images//362656559_4f91ef102a.jpg,0.547099443125,0.44630077136,42
./images//2042920_44cb0b53bc.jpg,0.0853961159346,0.230543390449,43
./images//1437433710_27dd9cc109.jpg,0.207459584928,0.191240867974,44
./images//43833071_961a69198d.jpg,0.0493193783533,0.17741369465,45
./images//43833072_bb1f96afd4.jpg,0.0480090627869,0.180390939129,46
./images//890553_2fd9b2259b.jpg,0.0729482153121,0.23876314753,47
./images//43833073_f8e302810b.jpg,0.399031428772,0.0459627031241,48
./images//890550_151f1be803.jpg,0.54387746497,0.809783986928,49
./images//1475132609_005e6cde4b.jpg,0.305279478112,0.229204415707,50
./images//927544829_e481204b45.jpg,0.264561937589,0.452959037908,51
./images//927544843_459d91cbbf.jpg,0.19796349846,0.515568941176,52
./images//927544859_d9f2050ad0.jpg,0.0,0.520973971242,53
