x,y,distance,size,year,make,type,emp
4.25335084345,9.05035947366,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.821951518,-1.87863471118,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.9645166393,-0.841669855197,10.0,864.0,2008.0,NIKON,dslr,12.0
6.04208046328,7.96826603944,10.0,864.0,2008.0,NIKON,dslr,12.0
9.9645166393,0.841669855197,10.0,864.0,2012.0,CANON,dslr,20.0
6.84189191832,7.29304565858,10.0,864.0,2008.0,NIKON,dslr,12.0
9.92176104591,-1.24846215319,10.0,864.0,2008.0,NIKON,dslr,12.0
9.5717750405,2.89501685213,10.0,864.0,2008.0,NIKON,dslr,12.0
-8.20868961847,-5.71116579585,10.0,864.0,2008.0,CANON,dslr,21.0
-7.56674217374,-6.53792114331,10.0,864.0,2008.0,NIKON,dslr,12.0
-6.04208046328,-7.96826603944,10.0,864.0,2012.0,CANON,dslr,20.0
-5.17607071029,-8.55618443011,10.0,864.0,2012.0,CANON,dslr,20.0
-4.25335084345,-9.05035947366,10.0,864.0,2012.0,CANON,dslr,20.0
-3.28403037469,-9.44537688492,10.0,864.0,2012.0,CANON,dslr,20.0
-2.27872938192,-9.73690877045,10.0,864.0,2012.0,CANON,dslr,20.0
-1.24846215319,-9.92176104591,10.0,864.0,2012.0,CANON,dslr,22.0
-0.204516511846,-9.99790843109,10.0,864.0,2008.0,NIKON,dslr,12.0
0.841669855197,-9.9645166393,10.0,864.0,2012.0,CANON,dslr,20.0
3.87968058263,-9.21672819263,10.0,864.0,2008.0,NIKON,dslr,12.0
4.82183772079,-8.76070094195,10.0,864.0,2008.0,NIKON,dslr,12.0
5.71116579585,-8.20868961847,10.0,864.0,2008.0,NIKON,dslr,12.0
6.53792114331,-7.56674217374,10.0,864.0,2008.0,NIKON,dslr,12.0
7.29304565858,-6.84189191832,10.0,864.0,2008.0,NIKON,dslr,12.0
7.96826603944,-6.04208046328,10.0,864.0,2008.0,NIKON,dslr,12.0
8.55618443011,-5.17607071029,10.0,864.0,2008.0,NIKON,dslr,12.0
9.44537688492,-3.28403037469,10.0,864.0,2008.0,NIKON,dslr,12.0
9.73690877045,-2.27872938192,10.0,864.0,2008.0,NIKON,dslr,12.0
9.99790843109,-0.204516511846,10.0,864.0,2008.0,NIKON,dslr,12.0
1.87863471118,-9.821951518,10.0,864.0,2008.0,NIKON,dslr,12.0
-8.76070094195,-4.82183772079,10.0,864.0,2008.0,NIKON,dslr,12.0
-6.84189191832,-7.29304565858,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.5717750405,-2.89501685213,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.21672819263,-3.87968058263,10.0,864.0,2008.0,CANON,dslr,21.0
8.76070094195,4.82183772079,10.0,864.0,2008.0,CANON,dslr,21.0
8.20868961847,5.71116579585,10.0,864.0,2008.0,CANON,dslr,21.0
7.56674217374,6.53792114331,10.0,864.0,2008.0,CANON,dslr,21.0
5.1760707103,8.55618443011,10.0,864.0,2012.0,CANON,dslr,20.0
2.27872938192,9.73690877045,10.0,864.0,2008.0,CANON,dslr,21.0
1.24846215319,9.92176104591,10.0,864.0,2008.0,CANON,dslr,21.0
0.204516511846,9.99790843109,10.0,864.0,2008.0,CANON,dslr,21.0
-0.841669855197,9.9645166393,10.0,864.0,2008.0,CANON,dslr,21.0
-1.87863471118,9.821951518,10.0,864.0,2008.0,CANON,dslr,21.0
-2.89501685213,9.5717750405,10.0,864.0,2008.0,CANON,dslr,21.0
-3.87968058263,9.21672819263,10.0,864.0,2008.0,CANON,dslr,21.0
3.28403037469,9.44537688492,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.92176104591,1.24846215319,10.0,864.0,2008.0,CANON,dslr,21.0
-5.71116579585,8.20868961847,10.0,864.0,2012.0,CANON,dslr,20.0
-6.53792114331,7.56674217374,10.0,864.0,2008.0,CANON,dslr,21.0
-7.29304565858,6.84189191832,10.0,864.0,2008.0,CANON,dslr,21.0
-7.96826603944,6.04208046328,10.0,864.0,2008.0,CANON,dslr,21.0
-8.55618443011,5.1760707103,10.0,864.0,2008.0,CANON,dslr,21.0
-9.99790843109,0.204516511846,10.0,864.0,2012.0,CANON,dslr,20.0
-9.05035947366,4.25335084345,10.0,864.0,2008.0,NIKON,dslr,12.0
-4.82183772079,8.76070094195,10.0,864.0,2008.0,NIKON,dslr,12.0
-9.44537688492,3.28403037469,10.0,864.0,2008.0,CANON,dslr,21.0
-9.73690877045,2.27872938192,10.0,864.0,2012.0,CANON,dslr,20.0
9.21672819263,3.87968058263,10.0,864.0,2012.0,CANON,dslr,20.0
2.89501685213,-9.5717750405,10.0,864.0,2008.0,NIKON,dslr,12.0
9.05035947366,-4.25335084345,10.0,864.0,2008.0,CANON,dslr,21.0
9.821951518,1.87863471118,10.0,864.0,2012.0,CANON,dslr,22.0
-4.00460400901,10.2451523527,11.0,864.0,2008.0,CANON,dslr,21.0
4.00460400901,-10.2451523527,11.0,864.0,2008.0,CANON,dslr,21.0
8.2540345282,-7.27123882205,11.0,864.0,2008.0,NIKON,dslr,12.0
-5.12031160928,-9.73562576437,11.0,864.0,2008.0,NIKON,dslr,12.0
-3.18530161755,-10.5287156674,11.0,864.0,2008.0,NIKON,dslr,12.0
0.0899925356449,10.9996318731,11.0,864.0,2008.0,NIKON,dslr,12.0
-3.01260720629,10.5794233217,11.0,864.0,2008.0,CANON,dslr,21.0
-1.9933277662,10.8178853949,11.0,864.0,2008.0,CANON,dslr,21.0
-0.955996441183,10.9583790227,11.0,864.0,2012.0,CANON,dslr,22.0
6.02255650612,9.20482553504,11.0,864.0,2008.0,CANON,dslr,21.0
2.17006027278,10.7838229962,11.0,864.0,2008.0,CANON,dslr,21.0
3.18530161755,10.5287156674,11.0,864.0,2008.0,CANON,dslr,21.0
4.17169637762,10.1782586592,11.0,864.0,2008.0,CANON,dslr,21.0
5.12031160928,9.73562576437,11.0,864.0,2012.0,CANON,dslr,20.0
6.87026019862,8.59066498027,11.0,864.0,2012.0,CANON,dslr,20.0
-10.0430013393,-4.48755212781,11.0,864.0,2012.0,CANON,dslr,22.0
-4.96033449769,9.81809969755,11.0,864.0,2008.0,CANON,dslr,21.0
-10.9004787539,-1.47633428969,11.0,864.0,2008.0,NIKON,dslr,12.0
-6.72878237632,8.70192436948,11.0,864.0,2008.0,CANON,dslr,21.0
-7.52548442843,8.02290995322,11.0,864.0,2008.0,NIKON,dslr,12.0
-8.2540345282,7.27123882205,11.0,864.0,2008.0,CANON,dslr,21.0
-8.90783481312,6.45371822613,11.0,864.0,2008.0,NIKON,dslr,12.0
-9.48096436655,5.57775175857,11.0,864.0,2008.0,NIKON,dslr,12.0
-9.96823283852,4.65127230734,11.0,864.0,2008.0,NIKON,dslr,12.0
-10.3652274503,3.68267021384,11.0,864.0,2008.0,NIKON,dslr,12.0
-10.6683529572,2.6807172886,11.0,864.0,2008.0,NIKON,dslr,12.0
-10.8748642076,1.65448737248,11.0,864.0,2008.0,NIKON,dslr,12.0
-10.9828910038,0.613274162503,11.0,864.0,2008.0,NIKON,dslr,12.0
-10.9914550383,-0.433492953252,11.0,864.0,2008.0,NIKON,dslr,12.0
