local_path,ISO,aperture,focal,model,date,moon,galaxy
/Users/damoncrockett/Desktop/astrophotography_data/images/439567975_a0bdb9c333.jpg,missing,missing,missing,missing,2006-03-29,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/120377771_391ed6e9a4.jpg,missing,13,13.438,Canon+PowerShot+A40,2006-03-29,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/120378003_b74c7115d0.jpg,missing,13,13.438,Canon+PowerShot+A40,2006-03-29,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/124002149_1e7c721421.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-04-05,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/124002305_627934f9ed.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-04-05,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/127459323_4333664ad6.jpg,1600,0,0.0,Canon+EOS+DIGITAL+REBEL+XT,2006-04-11,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/149335569_189321ced7.jpg,80,3.7,88.8,DMC-FZ30,2006-04-15,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/141134726_355faec1b2.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-05-05,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/148141591_9c037e0991.jpg,100,2.8,6.0,DMC-FZ20,2006-05-10,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/145346453_980233b340.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-05-12,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/149285108_1df07b936c.jpg,missing,3.2,6.594,Canon+PowerShot+A70,2006-05-19,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/3966663019_0210fc132d.jpg,200,3.5,12.1,DSC-W15,2006-05-20,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/151173035_6ab919d14e.jpg,1600,3.5,18.0,Canon+EOS+DIGITAL+REBEL+XT,2006-05-20,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/151173032_4e92c30e82.jpg,1600,3.5,18.0,Canon+EOS+DIGITAL+REBEL+XT,2006-05-20,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/152500284_ace7e6c42a.jpg,missing,2.8,10.5,NIKON+D70s,2006-05-20,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/159032552_7d04c6db12.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-06-02,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/159032733_d69c9e6301.jpg,missing,3.5,72.0,Canon+PowerShot+S2+IS,2006-06-02,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/161611968_0d0acf3272.jpg,400,2.6,5.8,PENTAX+Optio+S5n,2006-06-05,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/167434150_dbbd307cc0.jpg,200,6.3,300.0,Canon+EOS+DIGITAL+REBEL,2006-06-10,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/173949217_e5fce45811.jpg,missing,missing,missing,missing,2006-06-24,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/182556633_b75a9bee1f.jpg,missing,missing,missing,missing,2006-06-24,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/3493858914_0f7388cdfc.jpg,400,missing,0.0,Canon+EOS+10D,2006-06-30,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/1321862405_6749b13232.jpg,missing,missing,missing,missing,2006-07-04,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/186558345_284a40ac26.jpg,missing,missing,missing,missing,2006-07-08,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/185665450_812068f7fe.jpg,missing,5.3,20.7,Canon+PowerShot+S80,2006-07-08,moon,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/189410265_516d03761f.jpg,missing,missing,missing,missing,2006-07-14,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/189744684_52dc48c2d4.jpg,missing,missing,missing,missing,2006-07-14,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/189931685_10b2e5fd83.jpg,missing,3.8,22.0,NIKON+D70s,2006-07-14,nope,nope
/Users/damoncrockett/Desktop/astrophotography_data/images/189932314_dd93c27935.jpg,missing,3.5,18.0,NIKON+D70s,2006-07-14,nope,nope
