user_nid,lat,lon
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259524,-83.567848
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259527,-83.574802
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259556,-83.574628
82141030@N00,42.259465,-83.57397
82141030@N00,42.259465,-83.57397
80112575@N03,51.580696,13.563394
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.637863,13.560497
80112575@N03,51.660803,13.54494
80112575@N03,51.533749,13.620439
80112575@N03,51.660803,13.54494
80112575@N03,51.637863,13.560497
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.637863,13.560497
80112575@N03,51.637956,13.560551
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.660803,13.54494
80112575@N03,51.533749,13.620439
80112575@N03,51.660803,13.54494
80112575@N03,51.533749,13.620439
80112575@N03,51.533749,13.620439
80112575@N03,51.660803,13.54494
80112575@N03,51.533803,13.621126
80112575@N03,51.533749,13.620439
77677429@N05,-43.985674,170.464993
77677429@N05,-43.985674,170.464993
77677429@N05,-43.985674,170.464993
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.824991,170.656299
77677429@N05,-43.985674,170.464993
77677429@N05,-43.985674,170.464993
77677429@N05,-43.985674,170.464993
77677429@N05,-43.985442,170.465143
77677429@N05,-43.985674,170.464993
7321165@N03,43.99922,12.097105
7321165@N03,43.999575,12.09732
7321165@N03,43.940057,11.980204
7321165@N03,43.937523,11.977758
7321165@N03,42.760373,13.209471
7321165@N03,43.940057,11.980333
7321165@N03,43.999575,12.097063
7321165@N03,43.999297,12.097234
7321165@N03,43.404618,12.998628
7321165@N03,43.941108,11.981148
7321165@N03,43.94083,11.980805
7321165@N03,43.94083,11.980805
7321165@N03,44.134528,11.645443
7321165@N03,43.40433,12.998757
7321165@N03,43.941386,11.981191
7321165@N03,43.404392,12.998456
7321165@N03,43.99956,12.09732
7321165@N03,43.999575,12.097234
7321165@N03,43.937994,11.978144
7321165@N03,42.880241,11.60521
7321165@N03,43.404408,12.998735
7321165@N03,43.404548,12.998456
7321165@N03,44.134374,11.645443
7321165@N03,43.999174,12.097234
7321165@N03,43.973391,12.160127
7321165@N03,43.972858,12.159698
7321165@N03,43.405172,12.999658
7321165@N03,43.999189,12.097277
7321165@N03,43.998989,12.096848
7321165@N03,43.404548,12.998456
7321165@N03,43.404548,12.998456
7321165@N03,43.404533,12.998628
7321165@N03,43.405109,12.999658
7321165@N03,43.973422,12.16017
7321165@N03,43.939987,11.98014
7321165@N03,43.939887,11.979839
7321165@N03,43.928931,11.97823
7321165@N03,43.405218,12.99968
7321165@N03,43.405047,12.999787
7321165@N03,43.404985,12.999787
7321165@N03,43.99885,12.096762
7321165@N03,43.405016,12.999701
7321165@N03,43.999081,12.096633
7321165@N03,43.999236,12.097234
7321165@N03,43.405047,12.999486
7321165@N03,44.043658,12.156929
7321165@N03,43.405141,13.000001
7321165@N03,43.405234,12.999958
7321165@N03,43.999475,12.097299
7321165@N03,43.405109,12.999916
7321165@N03,43.972464,12.170662
7321165@N03,43.99939,12.097127
7321165@N03,43.999598,12.097309
7321165@N03,43.928808,11.978573
7321165@N03,43.999282,12.097191
7321165@N03,43.972974,12.159633
7321165@N03,43.929063,11.97808
7321165@N03,43.929016,11.978423
7321165@N03,43.973916,12.161264
7321165@N03,43.939794,11.97999
7321165@N03,43.999544,12.097406
7321165@N03,44.123523,11.665184
7321165@N03,43.928993,11.978294
7321165@N03,43.939902,11.980032
7321165@N03,43.928939,11.978487
7321165@N03,42.880681,11.605081
7321165@N03,43.928931,11.978359
7321165@N03,44.135013,11.646012
7321165@N03,43.99905,12.097148
7321165@N03,43.999143,12.09732
7321165@N03,43.97319,12.159912
7321165@N03,43.973978,12.161006
7321165@N03,43.405141,12.999658
7321165@N03,43.93998,11.980247
7321165@N03,43.999436,12.097234
7321165@N03,43.973854,12.160964
7321165@N03,43.405047,12.999958
7321165@N03,43.999737,12.097363
7321165@N03,43.405156,12.99983
7321165@N03,44.13499,11.645872
7321165@N03,43.404751,12.9988
7321165@N03,43.937523,11.977758
7321165@N03,43.973514,12.160277
7321165@N03,43.999853,12.097406
7321165@N03,43.404704,12.998671
7321165@N03,44.134936,11.64599
7321165@N03,42.880712,11.605081
7321165@N03,43.939902,11.980032
7321165@N03,42.880712,11.605081
7321165@N03,43.405109,12.999551
7321165@N03,43.404688,12.9988
7321165@N03,43.939902,11.980032
7321165@N03,42.880712,11.605081
7321165@N03,43.404953,12.99983
7321165@N03,43.928993,11.978359
7321165@N03,43.973175,12.159794
7321165@N03,43.939756,11.979796
7321165@N03,43.405218,12.999658
7321165@N03,43.939717,11.979753
7321165@N03,43.939748,11.979732
7321165@N03,43.791264,12.07642
7321165@N03,43.97319,12.159762
7321165@N03,43.939748,11.979646
7321165@N03,43.999683,12.097299
7321165@N03,43.999699,12.097299
7321165@N03,43.999066,12.096977
7321165@N03,43.998927,12.096762
7321165@N03,43.79145,12.07612
7321165@N03,43.971986,12.159075
7321165@N03,43.940725,11.980719
7321165@N03,43.972074,12.171478
7321165@N03,44.134844,11.645776
7321165@N03,43.973082,12.159783
7321165@N03,43.972819,12.15974
7321165@N03,43.998973,12.096719
7321165@N03,43.972819,12.15974
7321165@N03,43.999313,12.097363
7321165@N03,43.404673,12.998757
7321165@N03,43.939763,11.979925
63377133@N00,52.404932,13.104672
63377133@N00,52.294517,12.805734
63377133@N00,47.028774,15.472236
63377133@N00,52.404919,13.10465
63377133@N00,47.066986,15.495046
63377133@N00,47.066979,15.494585
63377133@N00,47.066979,15.494585
63377133@N00,47.028774,15.472236
63377133@N00,47.028774,15.472236
56769972@N03,51.46509,0.049631
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.476802,-0.000236
56769972@N03,51.476959,-0.000418
56769972@N03,51.476949,-0.000622
56769972@N03,51.46509,0.049631
56769972@N03,51.368746,0.202968
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.476759,-0.000203
56769972@N03,51.368752,0.202946
56769972@N03,51.46509,0.049631
56769972@N03,51.476795,-0.000278
56769972@N03,51.477093,-0.000729
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,51.476999,-0.000557
56769972@N03,51.477881,-0.000557
56769972@N03,51.477881,-0.000557
56769972@N03,51.367587,0.201272
56769972@N03,51.367788,0.201144
56769972@N03,51.367895,0.201015
56769972@N03,51.368752,0.202946
56769972@N03,51.367895,0.201015
56769972@N03,51.476999,-0.000557
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,50.847681,-4.015245
56769972@N03,51.437731,0.020009
56769972@N03,51.437731,0.020009
56769972@N03,51.437731,0.020009
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.437731,0.020009
56769972@N03,51.437731,0.020009
56769972@N03,51.437731,0.020009
56769972@N03,51.46509,0.049631
56769972@N03,51.477186,-0.000858
56769972@N03,51.437731,0.020009
56769972@N03,51.368752,0.202946
56769972@N03,51.437731,0.020009
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.368752,0.202946
56769972@N03,51.46509,0.049631
56584747@N00,47.695797,-122.131801
52896569@N03,52.372268,9.738149
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.720328,10.53327
52896569@N03,52.491909,9.85509
52896569@N03,52.491909,9.85509
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.720408,10.532712
52896569@N03,51.720475,10.532798
52896569@N03,51.721538,10.52885
52896569@N03,51.720461,10.53297
52896569@N03,51.720621,10.532712
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.72082,10.532369
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.720541,10.533142
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.710708,10.519229
52896569@N03,51.719983,10.533142
52896569@N03,51.720289,10.533356
50509925@N00,43.449561,-3.967303
50509925@N00,42.895082,-3.63729
50509925@N00,43.488797,-3.758268
50509925@N00,42.895082,-3.63729
50509925@N00,43.471172,-3.766379
50509925@N00,42.770612,-3.944864
50509925@N00,43.464522,-3.948876
50509925@N00,43.43896,-4.001941
50509925@N00,43.488797,-3.758268
50509925@N00,43.340223,-3.663253
50509925@N00,43.358019,-3.817963
50509925@N00,43.464522,-3.948876
50509925@N00,43.293981,-3.761111
50509925@N00,43.293981,-3.761111
50509925@N00,43.379257,-3.778717
50509925@N00,43.340223,-3.663253
50509925@N00,43.3847,-3.786538
50509925@N00,42.990428,-3.965098
50509925@N00,43.331795,-3.735158
50509925@N00,43.488797,-3.758268
50509925@N00,43.393978,-4.263811
50509925@N00,43.488797,-3.758268
50509925@N00,42.97404,-4.020845
50509925@N00,43.393978,-4.263811
50509925@N00,43.379257,-3.778717
50509925@N00,28.302415,-16.510734
50509925@N00,42.962578,-3.956108
50509925@N00,28.223481,-16.631669
50509925@N00,42.993598,-4.038505
50509925@N00,43.074906,-4.004516
50509925@N00,43.298697,-4.022369
50509925@N00,43.473881,-3.916647
50509925@N00,42.759201,-4.252329
50509925@N00,43.414088,-3.821547
50509925@N00,43.488797,-3.758268
50509925@N00,43.488797,-3.758268
50509925@N00,43.324713,-4.263939
50509925@N00,43.023286,-4.027873
50509925@N00,42.985939,-4.117126
50509925@N00,43.474411,-3.719215
50509925@N00,43.324713,-4.263939
50509925@N00,43.488797,-3.758268
50509925@N00,43.473881,-3.916647
50509925@N00,43.488797,-3.758268
50509925@N00,43.488797,-3.758268
50509925@N00,43.488797,-3.758268
50509925@N00,43.324713,-4.263939
50509925@N00,43.488797,-3.758268
50509925@N00,42.895082,-3.63729
50509925@N00,43.488797,-3.758268
50509925@N00,43.082931,-4.005203
50509925@N00,43.324713,-4.263939
50509925@N00,43.324713,-4.263939
50509925@N00,43.074906,-4.004516
50509925@N00,43.255455,-3.698101
48048313@N02,41.206684,-74.611072
48048313@N02,41.205066,-74.621908
48048313@N02,37.327119,-122.168569
48048313@N02,37.824158,-120.283069
48048313@N02,37.064903,-121.179885
48048313@N02,37.842054,-120.379686
48048313@N02,37.063225,-121.173491
48048313@N02,37.895175,-120.449752
48048313@N02,41.206232,-74.612617
48048313@N02,41.205135,-74.614076
48048313@N02,37.182783,-122.393989
48048313@N02,37.821175,-120.289993
48048313@N02,38.971354,-120.393719
48048313@N02,37.770171,-120.25835
48048313@N02,37.32485,-122.182388
48048313@N02,37.11573,-121.550674
48048313@N02,37.324338,-122.204082
48048313@N02,37.351567,-121.613545
48048313@N02,37.8147,-122.371044
48048313@N02,41.207395,-74.6103
48048313@N02,37.831412,-122.477045
48048313@N02,41.20721,-74.610763
48048313@N02,39.97018,-75.189142
48048313@N02,37.34314,-121.635775
48048313@N02,36.560324,-121.17495
48048313@N02,37.182903,-122.393832
48048313@N02,37.349793,-121.620626
48048313@N02,41.206208,-74.612596
48048313@N02,41.169383,-74.655961
48048313@N02,41.424129,-74.78239
48048313@N02,37.316688,-122.274833
48048313@N02,41.210833,-74.735667
48048313@N02,41.206241,-74.612499
48048313@N02,37.324333,-122.181334
48048313@N02,41.257775,-74.705872
48048313@N02,37.077307,-122.264109
48048313@N02,37.716264,-122.503545
48048313@N02,41.241554,-74.573371
48048313@N02,41.205756,-74.612939
48048313@N02,37.819412,-120.289936
48048313@N02,37.770714,-120.258965
48048313@N02,36.600645,-121.195163
48048313@N02,37.841783,-120.379557
48048313@N02,37.840868,-120.515599
48048313@N02,38.97117,-120.39359
48048313@N02,38.274844,-119.973449
48048313@N02,37.841173,-120.51414
48048313@N02,37.832158,-120.348851
48048313@N02,37.091247,-121.54145
48048313@N02,37.317751,-121.090278
48048313@N02,41.207459,-74.609355
48048313@N02,37.829853,-120.346298
48048313@N02,37.011108,-122.1949
48048313@N02,37.064132,-121.171023
48048313@N02,37.602332,-122.061538
48048313@N02,37.893821,-120.446548
48048313@N02,37.771121,-120.263385
48048313@N02,41.20511,-74.621876
48048313@N02,37.658785,-122.060852
48048313@N02,37.799153,-120.721378
48048313@N02,37.802968,-120.718524
48048313@N02,37.795711,-120.724253
48048313@N02,37.827141,-122.485198
48048313@N02,41.205958,-74.612896
48048313@N02,41.205215,-74.613797
48048313@N02,37.011108,-122.1949
48048313@N02,37.064201,-121.170809
48048313@N02,41.176586,-74.792861
46292690@N00,38.655763,-77.642295
46292690@N00,38.655636,-77.642281
46292690@N00,38.655769,-77.642231
46292690@N00,38.65578,-77.64232
46292690@N00,38.658105,-77.639637
46292690@N00,38.655659,-77.642537
46292690@N00,38.655756,-77.642505
46292690@N00,38.655775,-77.642153
46292690@N00,38.655713,-77.642273
46292690@N00,38.655755,-77.642148
46292690@N00,38.655802,-77.641889
46292690@N00,38.655802,-77.641889
46292690@N00,38.656269,-77.642106
46292690@N00,38.655802,-77.641889
46292690@N00,38.655841,-77.642378
46292690@N00,38.655683,-77.642345
46292690@N00,38.655644,-77.642348
46292690@N00,38.655644,-77.642348
46292690@N00,38.655644,-77.642348
46292690@N00,38.655716,-77.642289
46292690@N00,38.655663,-77.642284
46292690@N00,38.655747,-77.642334
46292690@N00,38.655644,-77.642348
46292690@N00,38.655644,-77.642348
46292690@N00,38.655755,-77.642148
46292690@N00,38.655722,-77.642259
46292690@N00,38.655644,-77.642348
46292690@N00,38.655669,-77.642767
46292690@N00,38.655722,-77.642353
46292690@N00,38.655644,-77.642348
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.522738,175.263411
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523443,175.263583
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523374,175.263605
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523243,175.263111
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
39645738@N03,-40.523651,175.266609
37564545@N04,65.064568,-146.065292
37564545@N04,35.162652,-93.608751
37564545@N04,45.27102,-95.581054
37564545@N04,65.11388,-147.507162
37564545@N04,35.162652,-93.608751
37564545@N04,35.178578,-93.589954
37564545@N04,64.85862,-147.836666
37564545@N04,35.102004,-93.650207
37564545@N04,35.178578,-93.589954
37564545@N04,65.025422,-148.40538
37564545@N04,65.025422,-148.40538
37564545@N04,35.162652,-93.608751
37564545@N04,65.11388,-147.507162
37564545@N04,45.27102,-95.581054
37564545@N04,65.11388,-147.507162
37564545@N04,65.11388,-147.507162
37564545@N04,65.11388,-147.507162
37564545@N04,35.288874,-93.75904
37564545@N04,35.288874,-93.75904
37564545@N04,64.913426,-146.554527
37564545@N04,64.913426,-146.554527
37564545@N04,64.858784,-147.832546
37564545@N04,35.162652,-93.608751
37564545@N04,40.448775,-105.727272
36519414@N00,47.620353,6.986317
36519414@N00,47.620353,6.986317
36519414@N00,47.651666,6.846722
36519414@N00,47.651666,6.846722
36519414@N00,47.640757,6.865339
36519414@N00,47.651666,6.846722
36519414@N00,47.651666,6.846722
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.651666,6.846722
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.0,6.0
36519414@N00,47.0,6.0
36519414@N00,47.651666,6.846722
36519414@N00,47.651666,6.846722
36519414@N00,47.659361,6.814291
36519414@N00,47.651666,6.846722
36519414@N00,47.640757,6.865339
36519414@N00,48.126369,6.786782
36519414@N00,48.126369,6.786782
36519414@N00,48.126369,6.786782
36519414@N00,48.126369,6.786782
36519414@N00,47.659404,6.814291
36519414@N00,47.659678,6.81281
36519414@N00,47.640757,6.865339
36519414@N00,47.640757,6.865339
36519414@N00,47.659548,6.812918
36519414@N00,47.659677,6.812852
36519414@N00,47.651666,6.846722
36519414@N00,47.640758,6.865338
36519414@N00,47.659622,6.813283
36519414@N00,47.659622,6.813283
36519414@N00,47.651666,6.846722
36519414@N00,47.651666,6.846722
36519414@N00,47.620311,6.986275
36519414@N00,47.620311,6.986275
36519414@N00,47.640758,6.865338
36519414@N00,47.659622,6.813283
36519414@N00,47.659622,6.813283
36519414@N00,47.573375,6.755708
36519414@N00,47.573375,6.755708
36519414@N00,47.573375,6.755708
36519414@N00,47.573375,6.755708
36519414@N00,47.573375,6.755708
36519414@N00,47.640758,6.865338
36519414@N00,47.640758,6.865338
36519414@N00,47.640758,6.865338
36519414@N00,47.640758,6.865338
36519414@N00,47.640758,6.865338
36519414@N00,47.659622,6.813283
36519414@N00,47.468194,6.873172
36519414@N00,47.461922,6.861261
36519414@N00,47.659622,6.813283
36519414@N00,47.646844,6.869963
36519414@N00,47.686633,6.807527
36519414@N00,47.640758,6.865338
36519414@N00,47.686597,6.807338
36519414@N00,47.659613,6.812811
36519414@N00,47.640772,6.865241
36519414@N00,47.651794,6.846655
36519414@N00,47.651794,6.846655
36519414@N00,47.651794,6.846655
36519414@N00,47.651794,6.846655
36519414@N00,47.640772,6.865241
36519414@N00,47.620358,6.986258
36519414@N00,47.640772,6.865241
36519414@N00,47.659527,6.812611
36519414@N00,47.6596,6.812411
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.640761,6.865227
36519414@N00,47.651794,6.846655
36519414@N00,47.640869,6.865152
36519414@N00,48.126388,6.786711
36519414@N00,47.640869,6.865152
36519414@N00,47.461094,6.864149
36519414@N00,47.686619,6.807688
36519414@N00,47.686619,6.807688
36519414@N00,47.686619,6.807688
36519414@N00,47.686619,6.807688
36519414@N00,47.686619,6.807688
36519414@N00,47.651794,6.846655
36519414@N00,47.651794,6.846655
36519414@N00,47.686619,6.807688
36519414@N00,47.651794,6.846655
36519414@N00,47.651794,6.846655
36519414@N00,47.992494,7.20708
36519414@N00,47.992494,7.20708
36519414@N00,47.992494,7.20708
36519414@N00,47.992494,7.20708
36519414@N00,47.992494,7.20708
36519414@N00,47.651794,6.846655
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.467391,6.872886
36519414@N00,47.467391,6.872886
36519414@N00,47.685986,6.80945
36519414@N00,47.685986,6.80945
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.659641,6.812572
36519414@N00,47.659319,6.814386
36519414@N00,47.659319,6.814386
36519414@N00,47.640772,6.865227
36519414@N00,47.640772,6.865227
36519414@N00,47.640763,6.865161
36519414@N00,47.640763,6.865161
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640433,6.865916
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.651794,6.846655
36519414@N00,47.521,6.843911
36519414@N00,47.640869,6.865152
36519414@N00,47.793969,6.588461
36519414@N00,47.62198,6.89535
36519414@N00,47.62198,6.89535
36519414@N00,47.62195,6.8953
36519414@N00,47.62195,6.8953
36519414@N00,47.62173,6.896819
36519414@N00,47.62173,6.896819
36519414@N00,47.89968,6.56758
36519414@N00,47.619011,6.850277
36519414@N00,47.532822,6.807427
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.640869,6.865152
36519414@N00,47.659436,6.814347
36519414@N00,47.620358,6.986258
36519414@N00,47.640869,6.865152
36519414@N00,48.126369,6.786783
36519414@N00,47.651794,6.846655
36519414@N00,47.640869,6.865152
36519414@N00,47.620358,6.986258
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.62198,6.89535
36519414@N00,47.62198,6.89535
36519414@N00,47.62173,6.896819
36519414@N00,47.62173,6.896819
36519414@N00,47.89968,6.56758
36519414@N00,47.89968,6.56758
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.62163,6.896855
36519414@N00,47.621441,6.902408
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.620358,6.986258
36519414@N00,47.621641,6.896791
36519414@N00,47.621641,6.896791
36519414@N00,47.621641,6.896791
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.651975,6.855011
36519414@N00,47.651975,6.855011
36519414@N00,47.651975,6.855011
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.621869,6.895288
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
36519414@N00,47.640869,6.865152
