x,y,phi,radius,distance,phibin,size,year,make,type,emp
1.04870964264,-18.9710360309,-1.51557301843,19,19.0,93,372.88,2005.0,NIKON,dslr,10.0
1.12867979265,-20.969646681,-1.51702375995,21,21.0,93,372.88,2008.0,NIKON,dslr,12.0
1.16437208766,-21.969165611,-1.51784558256,22,22.0,93,372.88,2008.0,NIKON,dslr,12.0
1.57497044531,-23.9482664946,-1.5051253655,24,24.0,93,372.88,2007.0,NIKON,dslr,12.0
1.37092986358,-24.962382725,-1.51593161134,25,25.0,93,372.88,2007.0,NIKON,dslr,12.0
1.48286113632,-25.9576794581,-1.51373224149,26,26.0,93,372.88,2009.0,NIKON,dslr,12.0
1.86552326955,-26.9354751755,-1.50164777966,27,27.0,93,372.88,2005.0,NIKON,dslr,10.0
1.91617222482,-27.9343566957,-1.50230807474,28,28.0,93,372.88,2007.0,NIKON,dslr,12.0
1.93346482403,-29.9376303968,-1.5063027994,30,30.0,93,372.88,2007.0,NIKON,dslr,12.0
1.9642240242,-30.9377087707,-1.50739178756,31,31.0,93,372.88,2005.0,NIKON,dslr,10.0
1.75337569195,-31.9519275425,-1.51597588207,32,32.0,93,372.88,2005.0,NIKON,dslr,10.0
2.06309016086,-33.9373490271,-1.51007990628,34,34.0,93,372.88,2005.0,NIKON,dslr,10.0
2.26129291885,-34.9268743854,-1.50614292456,35,35.0,93,372.88,2008.0,NIKON,dslr,10.0
2.25055286544,-35.929584075,-1.50824017753,36,36.0,93,372.88,2006.0,NIKON,dslr,10.0
0.480191654199,-5.98075379657,-1.49067870164,6,6.0,94,372.88,2009.0,NIKON,dslr,12.0
1.1170652388,-13.955363315,-1.49092104483,14,14.0,94,372.88,2006.0,NIKON,dslr,10.0
1.57836098931,-17.9306658155,-1.48299684461,18,18.0,94,372.88,2008.0,NIKON,dslr,10.0
1.66353544483,-22.9397613288,-1.49840548876,23,23.0,94,372.88,2006.0,NIKON,dslr,10.0
2.05801920162,-28.9268829459,-1.4997704454,29,29.0,94,372.88,2005.0,NIKON,dslr,10.0
2.76626157381,-31.8802101139,-1.48424262295,32,32.0,94,372.88,2009.0,NIKON,dslr,12.0
2.45534655313,-32.9085288839,-1.49632306345,33,33.0,94,372.88,2009.0,NIKON,dslr,12.0
0.770624016655,-7.96279716086,-1.4743187266,8,8.0,95,372.88,2009.0,NIKON,dslr,12.0
1.42797634798,-14.93187475,-1.4754535209,15,15.0,95,372.88,2008.0,NIKON,dslr,12.0
1.92111920639,-19.9075187051,-1.47459203576,20,20.0,95,372.88,2008.0,NIKON,dslr,12.0
2.14830315256,-20.8898251205,-1.4683168971,21,21.0,95,372.88,2006.0,NIKON,dslr,10.0
2.1852334911,-21.8912026757,-1.47130346917,22,22.0,95,372.88,2008.0,NIKON,dslr,12.0
2.38796927093,-24.885690723,-1.47513170675,25,25.0,95,372.88,2005.0,NIKON,dslr,10.0
2.50081161718,-25.879450173,-1.47446233332,26,26.0,95,372.88,2008.0,NIKON,dslr,12.0
2.92923318113,-27.8463569066,-1.46598908452,28,28.0,95,372.88,2008.0,NIKON,dslr,12.0
2.94893099095,-29.8547116216,-1.47233963558,30,30.0,95,372.88,2009.0,PENTAX,dslr,12.0
2.97542580965,-30.8568767255,-1.47466686409,31,31.0,95,372.88,2009.0,PENTAX,dslr,12.0
3.07741840501,-33.8604414614,-1.48015997624,34,34.0,95,372.88,2009.0,PENTAX,dslr,12.0
3.27150342193,-34.8467683632,-1.47718815355,35,35.0,95,372.88,2009.0,PENTAX,dslr,12.0
1.30640249822,-11.9286760587,-1.46171324855,12,12.0,96,372.88,2009.0,PENTAX,dslr,12.0
1.83093753828,-15.8948943919,-1.45611149511,16,16.0,96,372.88,2009.0,PENTAX,dslr,12.0
2.07301769084,-16.8731324197,-1.44854985785,17,17.0,96,372.88,2009.0,PENTAX,dslr,12.0
2.07424280506,-18.8864373767,-1.46140762785,19,19.0,96,372.88,2009.0,PENTAX,dslr,12.0
2.68377818743,-22.8428836761,-1.45384389084,23,23.0,96,372.88,2009.0,PENTAX,dslr,12.0
2.5899445882,-23.8598446565,-1.46267141072,24,24.0,96,372.88,2009.0,PENTAX,dslr,12.0
2.87738063336,-26.846241463,-1.46402391555,27,27.0,96,372.88,2009.0,PENTAX,dslr,12.0
3.07192266527,-28.8368391322,-1.4646688515,29,29.0,96,372.88,2009.0,PENTAX,dslr,12.0
3.77636206474,-31.776392016,-1.45250936382,32,32.0,96,372.88,2009.0,PENTAX,dslr,12.0
3.46760210464,-32.8173084765,-1.46552313547,33,33.0,96,372.88,2009.0,PENTAX,dslr,12.0
4.0889919429,-33.7532242147,-1.45024004621,34,34.0,96,372.88,2009.0,PENTAX,dslr,12.0
4.27897135763,-34.7374495915,-1.44823338255,35,35.0,96,372.88,2009.0,PENTAX,dslr,12.0
3.40103413909,-24.7675789448,-1.43433180216,25,25.0,97,372.88,2009.0,PENTAX,dslr,12.0
3.51490602779,-25.7613166514,-1.43519242515,26,26.0,97,372.88,2008.0,SONY,dslr,10.0
3.96099590327,-29.7373588514,-1.43837647175,30,30.0,97,372.88,2006.0,SONY,dslr,10.0
3.98344143461,-30.7430023637,-1.44194194061,31,31.0,97,372.88,2006.0,SONY,dslr,10.0
4.47656842551,-32.6949588642,-1.43472320749,33,33.0,97,372.88,2008.0,SONY,dslr,10.0
0.625517481742,-3.95078826059,-1.41377247523,4,4.0,98,372.88,2008.0,SONY,dslr,10.0
1.49966755554,-9.88691039824,-1.42026167881,10,10.0,98,372.88,2008.0,SONY,dslr,10.0
1.6322414837,-10.8782253947,-1.42186073757,11,11.0,98,372.88,2008.0,SONY,dslr,10.0
1.93845279807,-12.8546645522,-1.42112640385,13,13.0,98,372.88,2008.0,SONY,dslr,10.0
2.14465357995,-13.8347555462,-1.41700121768,14,14.0,98,372.88,2008.0,SONY,dslr,14.0
2.59942723595,-17.811316011,-1.42587697818,18,18.0,98,372.88,2008.0,SONY,dslr,10.0
2.93510294438,-19.7834569958,-1.42350922838,20,20.0,98,372.88,2006.0,SONY,dslr,10.0
3.16283097474,-20.7604552027,-1.41961003426,21,21.0,98,372.88,2011.0,SONY,dslr,24.0
3.2013621654,-21.7658282702,-1.42476135579,22,22.0,98,372.88,2011.0,SONY,dslr,24.0
3.60025147589,-23.7284257655,-1.42021745594,24,24.0,98,372.88,2011.0,SONY,dslr,24.0
3.88516538664,-26.7190098978,-1.42640005143,27,27.0,98,372.88,2011.0,SONY,dslr,24.0
3.93843070132,-27.7216298873,-1.42967009431,28,28.0,98,372.88,2011.0,SONY,dslr,24.0
4.08204153436,-28.7112684657,-1.42956725761,29,29.0,98,372.88,2011.0,SONY,dslr,24.0
4.78266007919,-31.640577785,-1.42077610469,32,32.0,98,372.88,2011.0,SONY,dslr,24.0
5.09690527922,-33.6157932611,-1.42032011617,34,34.0,98,372.88,2011.0,SONY,dslr,24.0
5.28285214524,-34.5990097143,-1.41927861155,35,35.0,98,372.88,2011.0,SONY,dslr,24.0
1.52068819111,-8.87059791815,-1.40101649091,9,9.0,99,372.88,2011.0,SONY,dslr,24.0
2.45474099629,-14.797778436,-1.40640752852,15,15.0,99,372.88,2011.0,SONY,dslr,24.0
3.09369185593,-18.7464415477,-1.40724223727,19,19.0,99,372.88,2011.0,SONY,dslr,24.0
3.69869253687,-22.7006535923,-1.40928229292,23,23.0,99,372.88,2011.0,SONY,dslr,24.0
4.52358070807,-25.6034610468,-1.39592251698,26,26.0,99,372.88,2011.0,SONY,dslr,24.0
4.96849225986,-29.585707439,-1.40441330793,30,30.0,99,372.88,2006.0,SONY,dslr,10.0
4.98719149071,-30.596207625,-1.40921701714,31,31.0,99,372.88,2011.0,SONY,dslr,24.0
5.48128845007,-32.5415961029,-1.40392327952,33,33.0,99,372.88,2011.0,SONY,dslr,24.0
2.85597137119,-15.7430437822,-1.39133638885,16,16.0,100,372.88,2011.0,SONY,dslr,24.0
3.08800996478,-16.7171826112,-1.38813461451,17,17.0,100,372.88,2011.0,SONY,dslr,24.0
4.40843832158,-24.6082439756,-1.39353189757,25,25.0,100,372.88,2011.0,SONY,dslr,24.0
4.88745112278,-26.5539605619,-1.38877618732,27,27.0,100,372.88,2011.0,SONY,dslr,24.0
4.94243373049,-27.5603401434,-1.39335110409,28,28.0,100,372.88,2011.0,SONY,dslr,24.0
5.0871313471,-28.5503256489,-1.39446566371,29,29.0,100,372.88,2011.0,SONY,dslr,24.0
5.78414236035,-31.4729041741,-1.38904284556,32,32.0,100,372.88,2011.0,SONY,dslr,24.0
6.10025619502,-33.4482716198,-1.39040018614,34,34.0,100,372.88,2011.0,SONY,dslr,24.0
6.28230421123,-34.4315647887,-1.39032384055,35,35.0,100,372.88,2011.0,SONY,dslr,24.0
2.34108386419,-11.7694233648,-1.37444678595,12,12.0,101,372.88,2011.0,SONY,dslr,24.0
3.61201469125,-17.6338693959,-1.36875711175,18,18.0,101,372.88,2011.0,SONY,dslr,24.0
3.94142933391,-19.6077825061,-1.37242642101,20,20.0,101,372.88,2011.0,SONY,dslr,24.0
4.16985691128,-20.5818437789,-1.37090317141,21,21.0,101,372.88,2011.0,SONY,dslr,24.0
4.21055740212,-21.5933139273,-1.3782192424,22,22.0,101,372.88,2011.0,SONY,dslr,24.0
4.70626347464,-22.5133534621,-1.36472069499,23,23.0,101,372.88,2011.0,SONY,dslr,24.0
4.60407046708,-23.5542466476,-1.37776350116,24,24.0,101,372.88,2011.0,SONY,dslr,24.0
5.97025802892,-29.399932297,-1.37045014411,30,30.0,101,372.88,2011.0,SONY,dslr,24.0
5.98560113724,-30.4166497009,-1.37649209366,31,31.0,101,372.88,2011.0,SONY,dslr,24.0
6.48080914052,-32.3573656666,-1.37312335154,33,33.0,101,372.88,2011.0,SONY,dslr,24.0
7.27648969474,-34.235255187,-1.36136906955,35,35.0,101,372.88,2011.0,SONY,dslr,24.0
1.47078285816,-6.84374150477,-1.35910697807,7,7.0,102,372.88,2011.0,SONY,dslr,24.0
4.10406657556,-18.5514591756,-1.35307684669,19,19.0,102,372.88,2011.0,SONY,dslr,24.0
5.40850509354,-24.407951013,-1.35273199297,25,25.0,102,372.88,2011.0,SONY,dslr,24.0
5.52528035478,-25.4061267611,-1.35665260881,26,26.0,102,372.88,2011.0,SONY,dslr,24.0
5.88281921838,-26.3513270642,-1.3511523232,27,27.0,102,372.88,2011.0,SONY,dslr,24.0
5.9399180649,-27.3627004037,-1.35703211388,28,28.0,102,372.88,2011.0,SONY,dslr,24.0
6.08595383748,-28.3542089625,-1.35936406982,29,29.0,102,372.88,2011.0,SONY,dslr,24.0
6.97760125215,-30.2045208664,-1.34376717019,31,31.0,102,372.88,2011.0,SONY,dslr,24.0
6.77980050045,-31.2735400167,-1.35730958644,32,32.0,102,372.88,2011.0,SONY,dslr,24.0
7.09814655535,-33.2508092455,-1.36048025611,34,34.0,102,372.88,2011.0,SONY,dslr,24.0
1.82508510457,-7.78903487995,-1.34063393283,8,8.0,103,372.88,2011.0,SONY,dslr,24.0
2.65889163208,-10.6738135307,-1.32666096019,11,11.0,103,372.88,2011.0,SONY,dslr,24.0
2.95363028175,-12.6600184897,-1.34159241262,13,13.0,103,372.88,2011.0,SONY,dslr,24.0
3.16052856696,-13.6385871401,-1.34308139054,14,14.0,103,372.88,2011.0,SONY,dslr,24.0
3.46980768587,-14.5931639689,-1.33736153613,15,15.0,103,372.88,2011.0,SONY,dslr,24.0
3.86902626764,-15.5251613757,-1.32656128259,16,16.0,103,372.88,2011.0,SONY,dslr,24.0
4.09173442524,-16.5002336163,-1.32771937118,17,17.0,103,372.88,2011.0,SONY,dslr,24.0
5.2106335091,-21.3740332748,-1.33167712902,22,22.0,103,372.88,2011.0,SONY,dslr,24.0
5.5995926121,-23.3376211851,-1.33530954638,24,24.0,103,372.88,2011.0,SONY,dslr,24.0
6.96513778821,-29.1802476959,-1.33648698029,30,30.0,103,372.88,2011.0,SONY,dslr,24.0
7.47418239093,-32.142442309,-1.34232342356,33,33.0,103,372.88,2011.0,SONY,dslr,24.0
8.0896831132,-33.0235828936,-1.33056032607,34,34.0,103,372.88,2011.0,SONY,dslr,24.0
8.26457515001,-34.0102454797,-1.33241429855,35,35.0,103,372.88,2011.0,SONY,dslr,24.0
1.54037960324,-5.79889909189,-1.31115912144,6,6.0,104,372.88,2011.0,SONY,dslr,24.0
2.52491577015,-9.6759909236,-1.31554192369,10,10.0,104,372.88,2011.0,SONY,dslr,24.0
4.61282050539,-17.398904764,-1.31163724532,18,18.0,104,372.88,2011.0,SONY,dslr,24.0
4.93747298433,-19.3809535506,-1.32134361363,20,20.0,104,372.88,2011.0,SONY,dslr,24.0
5.16699240792,-20.3544144955,-1.32219630857,21,21.0,104,372.88,2011.0,SONY,dslr,24.0
5.70449056191,-22.2813551524,-1.32015909707,23,23.0,104,372.88,2011.0,SONY,dslr,24.0
6.39956994254,-24.1670334247,-1.31193208838,25,25.0,104,372.88,2011.0,SONY,dslr,24.0
6.51846041966,-25.1696180694,-1.31738270064,26,26.0,104,372.88,2011.0,SONY,dslr,24.0
6.86986084123,-26.1113962097,-1.31352845909,27,27.0,104,372.88,2011.0,SONY,dslr,24.0
6.92956809844,-27.12897134,-1.32071312366,28,28.0,104,372.88,2011.0,SONY,dslr,24.0
7.0772784608,-28.1231600214,-1.32426247592,29,29.0,104,372.88,2011.0,SONY,dslr,24.0
7.96212957688,-29.9600482743,-1.31104224671,31,31.0,104,372.88,2011.0,SONY,dslr,24.0
7.76863195614,-31.0426860553,-1.32557632731,32,32.0,104,372.88,2011.0,SONY,dslr,24.0
8.4604659266,-31.8970298979,-1.31152349559,33,33.0,104,372.88,2011.0,SONY,dslr,24.0
1.3272265766,-4.82062958693,-1.3021305488,5,5.0,105,372.88,2011.0,SONY,dslr,24.0
5.1024033608,-18.3020621774,-1.29891145611,19,19.0,105,372.88,2011.0,SONY,dslr,24.0
6.58502391274,-23.0789397518,-1.29285559161,24,24.0,105,372.88,2011.0,SONY,dslr,24.0
7.95198405773,-28.9269070166,-1.30252381646,30,30.0,105,372.88,2011.0,SONY,dslr,24.0
8.74964105798,-30.7805747405,-1.29384306818,32,32.0,105,372.88,2011.0,SONY,dslr,24.0
9.07397830904,-32.7667959625,-1.30064039604,34,34.0,105,372.88,2011.0,SONY,dslr,24.0
9.24573224506,-33.7567242968,-1.30345952755,35,35.0,105,372.88,2011.0,SONY,dslr,24.0
2.55916837045,-8.62847942871,-1.28246582474,9,9.0,106,372.88,2011.0,SONY,dslr,24.0
3.35794816837,-11.5205982526,-1.28718032335,12,12.0,106,372.88,2011.0,SONY,dslr,24.0
6.19942454419,-21.1084612258,-1.28513501563,22,22.0,106,372.88,2011.0,SONY,dslr,24.0
6.69139191121,-22.0051192746,-1.27559749915,23,23.0,106,372.88,2011.0,SONY,dslr,24.0
7.50158949104,-24.8942996509,-1.27811279247,26,26.0,106,372.88,2011.0,SONY,dslr,24.0
7.84717894427,-25.8345075938,-1.27590459497,27,27.0,106,372.88,2011.0,SONY,dslr,24.0
7.91007855789,-26.8594612233,-1.28439413345,28,28.0,106,372.88,2011.0,SONY,dslr,24.0
8.05988390968,-27.8574634768,-1.28916088203,29,29.0,106,372.88,2011.0,SONY,dslr,24.0
8.93813185382,-29.6834937122,-1.27831732324,31,31.0,106,372.88,2011.0,SONY,dslr,24.0
9.43872419787,-31.6213612218,-1.28072356761,33,33.0,106,372.88,2011.0,SONY,dslr,24.0
10.2191384561,-33.4749041704,-1.27450475655,35,35.0,106,372.88,2011.0,SONY,dslr,24.0
3.95013396381,-12.3853317141,-1.26205842139,13,13.0,107,372.88,2011.0,SONY,dslr,24.0
4.15914184291,-13.3679295005,-1.2691615634,14,14.0,107,372.88,2011.0,SONY,dslr,24.0
4.46833916168,-14.3190064298,-1.26831554374,15,15.0,107,372.88,2011.0,SONY,dslr,24.0
4.86585312335,-15.242161047,-1.26178617633,16,16.0,107,372.09,2004.0,NIKON,dslr,12.0
5.08052859052,-16.2230770583,-1.26730412784,17,17.0,107,372.09,2010.0,PENTAX,dslr,16.0
5.9206353315,-19.1035619001,-1.27026080625,20,20.0,107,372.09,2010.0,PENTAX,dslr,16.0
6.15187236943,-20.0787067898,-1.27348944572,21,21.0,107,372.09,2010.0,PENTAX,dslr,16.0
7.37998333894,-23.8858921943,-1.27113218379,25,25.0,107,372.09,2010.0,PENTAX,dslr,16.0
8.92965862317,-28.6402024587,-1.26856065264,30,30.0,107,372.09,2012.0,PENTAX,dslr,16.0
9.72184001294,-30.4874699961,-1.26210980905,32,32.0,107,372.09,2010.0,PENTAX,dslr,16.0
10.0501510654,-32.4806783113,-1.270720466,34,34.0,107,372.09,2010.0,PENTAX,dslr,16.0
5.59858025782,-17.1071885211,-1.25451737889,18,18.0,108,372.09,2010.0,PENTAX,dslr,16.0
6.08577391785,-17.9989820774,-1.24474606554,19,19.0,108,372.09,2010.0,PENTAX,dslr,16.0
7.55858855522,-22.7786685092,-1.25040163683,24,24.0,108,372.09,2010.0,PENTAX,dslr,16.0
8.47315165515,-24.5805960267,-1.2388428843,26,26.0,108,372.09,2012.0,PENTAX,mrls,16.0
8.8801562244,-26.5545255169,-1.24807514323,28,28.0,108,370.52,2010.0,NIKON,dslr,16.0
9.03255961876,-27.5574466657,-1.25405928813,29,29.0,108,370.52,2010.0,NIKON,dslr,16.0
9.9045629553,-29.3751533215,-1.24559239976,31,31.0,108,370.52,2010.0,NIKON,dslr,16.0
10.4080292675,-31.3156977691,-1.24992363963,33,33.0,108,370.52,2010.0,NIKON,dslr,16.0
11.0173275754,-32.1654860541,-1.24080053597,34,34.0,108,370.52,2010.0,NIKON,dslr,16.0
11.183977757,-33.1650213558,-1.24554998555,35,35.0,108,370.52,2010.0,NIKON,dslr,16.0
3.6614624461,-10.3727379585,-1.23146118281,11,11.0,109,370.52,2010.0,NIKON,dslr,16.0
7.12216076934,-19.7553746099,-1.22478258287,21,21.0,109,370.52,2010.0,NIKON,dslr,16.0
7.17478900619,-20.7971729501,-1.23859290224,22,22.0,109,370.52,2010.0,NIKON,dslr,16.0
7.66500812125,-21.6851942694,-1.23103590122,23,23.0,109,370.52,2010.0,NIKON,dslr,16.0
8.34811348139,-23.5649952536,-1.2303322792,25,25.0,109,370.52,2010.0,NIKON,dslr,16.0
8.81339024302,-25.5210531214,-1.23828073086,27,27.0,109,370.52,2010.0,NIKON,dslr,16.0
9.89703384875,-28.3204647031,-1.23459748882,30,30.0,109,370.52,2010.0,NIKON,dslr,16.0
10.6842498991,-30.1636669537,-1.23037654993,32,32.0,109,370.52,2010.0,NIKON,dslr,16.0
2.49823814844,-6.53902180404,-1.20585855594,7,7.0,110,370.52,2010.0,NIKON,dslr,16.0
2.84697750555,-7.47627708709,-1.20694913906,8,8.0,110,370.52,2011.0,NIKON,dslr,16.0
3.52250047921,-9.35905926757,-1.21082216857,10,10.0,110,370.52,2010.0,NIKON,dslr,16.0
6.05078445793,-15.8867242515,-1.2068888845,17,17.0,110,370.52,2010.0,NIKON,dslr,16.0
6.88835141709,-18.7763312379,-1.21917799888,20,20.0,110,370.52,2010.0,NIKON,dslr,16.0
8.51853211022,-22.4373485663,-1.20794768205,24,24.0,110,370.52,2010.0,NIKON,dslr,16.0
9.8385216392,-26.2145664079,-1.21175615302,28,28.0,110,370.52,2010.0,NIKON,dslr,16.0
9.99410725603,-27.2234792074,-1.21895769424,29,29.0,110,370.52,2010.0,NIKON,dslr,16.0
10.8603880027,-29.0353572809,-1.21286747629,31,31.0,110,370.52,2010.0,NIKON,dslr,16.0
11.3674616909,-30.9803294803,-1.21912371166,33,33.0,110,370.52,2010.0,NIKON,dslr,16.0
11.9746420851,-31.8215013306,-1.21088060593,34,34.0,110,370.52,2010.0,NIKON,dslr,16.0
12.1394413035,-32.8273356342,-1.21659521455,35,35.0,110,370.52,2010.0,NIKON,dslr,16.0
4.3492564594,-11.1840944314,-1.19991386075,12,12.0,111,370.52,2010.0,NIKON,dslr,16.0
5.13503932839,-13.0242608656,-1.19524173625,14,14.0,111,370.52,2010.0,NIKON,dslr,16.0
5.44557696651,-13.9766123042,-1.19926955136,15,15.0,111,370.52,2010.0,NIKON,dslr,16.0
5.84227090005,-14.8952297978,-1.19701107007,16,16.0,111,370.52,2010.0,NIKON,dslr,16.0
6.56607860514,-16.7596721851,-1.19739751246,18,18.0,111,370.52,2010.0,NIKON,dslr,16.0
7.05129385143,-17.6431078617,-1.19058067496,19,19.0,111,370.52,2010.0,NIKON,dslr,16.0
8.13461447286,-20.4408426289,-1.19205078886,22,22.0,111,370.52,2010.0,NIKON,dslr,16.0
8.62340616717,-21.3222153182,-1.1864743033,23,23.0,111,370.52,2010.0,NIKON,dslr,16.0
9.30234901282,-23.2048767039,-1.18953237461,25,25.0,111,370.52,2010.0,NIKON,dslr,16.0
9.43164883355,-24.2289909051,-1.19957297613,26,26.0,111,370.52,2010.0,NIKON,dslr,16.0
9.76712717343,-25.1714764521,-1.20065686674,27,27.0,111,370.52,2010.0,NIKON,dslr,16.0
10.8529939778,-27.9680625306,-1.200634325,30,30.0,111,370.52,2010.0,NIKON,dslr,16.0
11.6359016513,-29.8094916555,-1.1986432908,32,32.0,111,370.52,2010.0,NIKON,dslr,16.0
12.3161113884,-30.6155744723,-1.18832378368,33,33.0,111,370.52,2010.0,NIKON,dslr,16.0
13.0847281113,-32.4621300942,-1.18764044355,35,35.0,111,370.52,2010.0,NIKON,dslr,16.0
4.92166362712,-12.0323408837,-1.18252443015,13,13.0,112,370.52,2010.0,NIKON,dslr,16.0
8.07555619078,-19.3851848639,-1.17607572003,21,21.0,112,370.52,2010.0,NIKON,dslr,16.0
10.7839107911,-25.8400322765,-1.17543716281,28,28.0,112,370.52,2010.0,NIKON,dslr,16.0
10.9433421993,-26.8559725482,-1.18385610034,29,29.0,112,370.52,2010.0,NIKON,dslr,16.0
11.8045834746,-28.6644694525,-1.18014255281,31,31.0,112,370.52,2010.0,NIKON,dslr,16.0
12.9212376684,-31.4490320537,-1.1809606759,34,34.0,112,370.52,2010.0,NIKON,dslr,16.0
3.56172343563,-8.26523600196,-1.16391515857,9,9.0,113,370.52,2010.0,NIKON,dslr,16.0
7.83809658033,-18.4001152713,-1.1680951915,20,20.0,113,370.52,2010.0,NIKON,dslr,16.0
9.46312469459,-22.0555950048,-1.16549372727,24,24.0,113,370.52,2010.0,NIKON,dslr,16.0
10.3756030931,-23.8400264357,-1.16030306796,26,26.0,113,370.52,2010.0,NIKON,dslr,16.0
10.7070398275,-24.7862723727,-1.16303300263,27,27.0,113,370.52,2010.0,NIKON,dslr,16.0
11.7964364196,-27.5834023971,-1.16667116117,30,30.0,113,370.52,2010.0,NIKON,dslr,16.0
12.5758370368,-29.4253007261,-1.16691003167,32,32.0,113,370.52,2010.0,NIKON,dslr,16.0
13.2530785081,-30.2217787375,-1.15752385571,33,33.0,113,370.52,2010.0,NIKON,dslr,16.0
14.0190457272,-32.0697108951,-1.15868567255,35,35.0,113,370.52,2011.0,NIKON,dslr,16.0
4.63087448921,-9.97772526507,-1.13626140543,11,11.0,114,370.52,2010.0,NIKON,dslr,16.0
6.99896166905,-15.4924025108,-1.14647364116,17,17.0,114,370.52,2010.0,NIKON,dslr,16.0
7.51215976882,-16.3574892819,-1.14027764603,18,18.0,114,370.52,2010.0,NIKON,dslr,16.0
7.99613112523,-17.2354833709,-1.13641528438,19,19.0,114,370.52,2010.0,NIKON,dslr,16.0
9.07682217598,-20.0402419942,-1.14550867547,22,22.0,114,370.52,2010.0,NIKON,dslr,16.0
9.56468323837,-20.9169030822,-1.14191270538,23,23.0,114,370.52,2010.0,NIKON,dslr,16.0
10.2411017024,-22.806135927,-1.14873247001,25,25.0,114,370.52,2010.0,NIKON,dslr,16.0
11.7150767835,-25.4314171048,-1.13911817259,28,28.0,114,370.52,2010.0,NIKON,dslr,16.0
11.8790949954,-26.4553794547,-1.14875450645,29,29.0,114,370.52,2010.0,NIKON,dslr,16.0
12.7361383028,-28.2628869922,-1.14741762934,31,31.0,114,370.52,2010.0,NIKON,dslr,16.0
13.5031096205,-29.0114810132,-1.13517677255,32,32.0,114,370.52,2010.0,NIKON,dslr,16.0
13.8562669941,-31.0484116339,-1.15104074587,34,34.0,114,370.52,2010.0,NIKON,dslr,16.0
14.96939658,-32.7401460905,-1.14195583227,36,36.0,114,370.52,2010.0,NIKON,dslr,16.0
1.28266528029,-2.71196787937,-1.12900985988,3,3.0,115,370.52,2010.0,NIKON,dslr,16.0
1.7132453068,-3.6145249368,-1.12817314309,4,4.0,115,370.52,2010.0,NIKON,dslr,16.0
2.5510584844,-5.43066299904,-1.13163954123,6,6.0,115,370.52,2010.0,NIKON,dslr,16.0
6.08289100975,-12.6094582343,-1.12132190911,14,14.0,115,370.52,2010.0,NIKON,dslr,16.0
6.3968641172,-13.5676132561,-1.13022355897,15,15.0,115,370.52,2010.0,NIKON,dslr,16.0
6.79418416227,-14.4858227785,-1.13223596381,16,16.0,115,369.72,2007.0,NIKON,dslr,10.0
8.76739304454,-17.9758955049,-1.11701238413,20,20.0,115,368.95,2004.0,MINOLTA,dslr,6.0
9.00979728514,-18.9690156013,-1.12736885718,21,21.0,115,368.95,2004.0,MINOLTA,dslr,6.0
10.3906640886,-21.6340957703,-1.12303977249,24,24.0,115,368.95,2004.0,MINOLTA,dslr,6.0
11.3035589247,-23.4143023735,-1.12103315979,26,26.0,115,368.95,2004.0,MINOLTA,dslr,6.0
11.6317978641,-24.3659860964,-1.12540913851,27,27.0,115,368.95,2004.0,MINOLTA,dslr,6.0
12.7262730213,-27.1669279637,-1.13270799735,30,30.0,115,368.95,2004.0,MINOLTA,dslr,6.0
14.1774742802,-29.7993158149,-1.12672392773,33,33.0,115,368.95,2004.0,MINOLTA,dslr,6.0
14.7788930841,-30.6199986807,-1.12112081583,34,34.0,115,368.95,2004.0,MINOLTA,dslr,6.0
14.9416108941,-31.6504070099,-1.12973090154,35,35.0,115,368.95,2008.0,PENTAX,dslr,10.0
4.48149193589,-8.9395877997,-1.10610241345,10,10.0,116,368.95,2008.0,PENTAX,dslr,10.0
5.30746428263,-10.7624728984,-1.11264739815,12,12.0,116,368.95,2005.0,PENTAX,dslr,6.0
5.86207694835,-11.6032777202,-1.10299043892,13,13.0,116,368.95,2006.0,PENTAX,dslr,10.0
11.1628090888,-22.3694365876,-1.10793256542,25,25.0,116,368.95,2006.0,PENTAX,dslr,6.0
12.6307914793,-24.9892598251,-1.10279918238,28,28.0,116,368.95,2007.0,PENTAX,dslr,6.0
12.8002128012,-26.0221934557,-1.11365291255,29,29.0,116,368.95,2006.0,PENTAX,dslr,10.0
13.6540549551,-27.8310399246,-1.11469270586,31,31.0,116,368.95,2006.0,PENTAX,dslr,10.0
14.4167857173,-28.568449198,-1.10344351342,32,32.0,116,368.95,2010.0,SONY,dslr,14.0
15.8516502068,-31.2045699493,-1.10077613054,35,35.0,116,368.95,2010.0,SONY,dslr,14.0
7.92160042806,-15.0415506733,-1.08605839782,17,17.0,117,368.95,2010.0,SONY,dslr,14.0
8.43373782875,-15.9019516486,-1.08315777961,18,18.0,117,368.95,2010.0,SONY,dslr,14.0
8.91751436871,-16.7773042377,-1.0822498938,19,19.0,117,368.95,2010.0,SONY,dslr,14.0
9.99937150346,-19.5962386579,-1.09896656208,22,22.0,117,368.95,2010.0,SONY,dslr,14.0
10.4869705163,-20.4700622713,-1.09735110745,23,23.0,117,368.95,2010.0,SONY,dslr,14.0
12.2140854877,-22.9524751541,-1.08176325162,26,26.0,117,368.95,2010.0,SONY,dslr,14.0
12.5400923914,-23.9112124915,-1.0877852744,27,27.0,117,368.95,2010.0,SONY,dslr,14.0
13.6414313227,-26.7191195863,-1.09874483353,30,30.0,117,368.95,2010.0,SONY,dslr,14.0
