x,y,phi,radius,distance,phibin,size,year,make,type,emp
17.281584022,-5.03456588889,-0.283479649601,18,18.0,163,365.04,2009.0,SONY,dslr,14.0
22.0048280632,-6.69234950573,-0.295242344834,23,23.0,163,365.04,2009.0,SONY,dslr,14.0
23.9422228967,-7.19513465915,-0.29193447358,25,25.0,163,365.04,2009.0,SONY,dslr,14.0
24.8665135008,-7.59318815213,-0.29636508822,26,26.0,163,365.04,2009.0,SONY,dslr,14.0
28.8013873493,-8.39524191163,-0.283628901786,30,30.0,163,365.04,2009.0,SONY,dslr,14.0
31.5732627747,-9.59838933144,-0.295125872367,33,33.0,163,365.04,2009.0,SONY,dslr,14.0
32.6441032664,-9.50592036219,-0.283362774875,34,34.0,163,365.04,2009.0,SONY,dslr,14.0
33.5381098331,-10.0097546835,-0.29004254252,35,35.0,163,365.04,2009.0,SONY,dslr,14.0
3.85361276152,-1.0722260416,-0.271375146657,4,4.0,164,357.28,2012.0,NIKON,dslr,24.0
7.70769618169,-2.14275980239,-0.271155582676,8,8.0,164,357.28,2012.0,NIKON,dslr,24.0
9.6421118317,-2.65135426243,-0.268344372494,10,10.0,164,357.28,2012.0,NIKON,dslr,24.0
18.3128170489,-5.06366781443,-0.269769035111,19,19.0,164,357.28,2012.0,NIKON,dslr,24.0
23.1049656665,-6.49311647429,-0.273960676928,24,24.0,164,357.28,2012.0,NIKON,dslr,24.0
27.0044501527,-7.39997783444,-0.267462407432,28,28.0,164,357.28,2012.0,NIKON,dslr,24.0
27.9399397337,-7.76915488837,-0.271214659078,29,29.0,164,357.28,2012.0,NIKON,dslr,24.0
29.9272276926,-8.08461765537,-0.263844695516,31,31.0,164,357.28,2012.0,NIKON,dslr,24.0
30.7680707037,-8.79351040099,-0.278378776113,32,32.0,164,357.28,2012.0,NIKON,dslr,24.0
31.8538711601,-8.62153652864,-0.264325944391,33,33.0,164,357.28,2012.0,NIKON,dslr,24.0
19.3851338265,-4.92103510749,-0.248604658746,20,20.0,165,357.28,2012.0,NIKON,dslr,24.0
20.3438038393,-5.20861261245,-0.250645325946,21,21.0,165,357.28,2012.0,NIKON,dslr,24.0
21.2537288747,-5.68146186466,-0.261208521125,22,22.0,165,357.28,2012.0,NIKON,dslr,24.0
22.281106888,-5.70546017837,-0.250680746911,23,23.0,165,357.28,2012.0,NIKON,dslr,24.0
24.2157775324,-6.21257744424,-0.251134568988,25,25.0,165,356.5,2002.0,FUJIFILM,dslr,6.0
25.145449488,-6.61107934064,-0.25709518005,26,26.0,165,355.74,2010.0,NIKON,dslr,14.0
26.0921110602,-6.94274732533,-0.260060263872,27,27.0,165,355.74,2010.0,NIKON,dslr,14.0
29.0698519599,-7.412402244,-0.249665737963,30,30.0,165,355.74,2010.0,NIKON,dslr,14.0
31.0315801974,-7.81287594005,-0.246645516985,32,32.0,165,355.74,2010.0,NIKON,dslr,14.0
32.9138668587,-8.52510225222,-0.25344284484,34,34.0,165,355.74,2010.0,NIKON,dslr,14.0
33.8138416542,-9.03460638798,-0.26108777152,35,35.0,165,355.74,2010.0,NIKON,dslr,14.0
5.83642225229,-1.39146516052,-0.234041640209,6,6.0,166,355.74,2010.0,NIKON,dslr,14.0
11.6561048378,-2.85223070791,-0.239982772149,12,12.0,166,355.74,2010.0,NIKON,dslr,14.0
12.6632227194,-2.93986230275,-0.228116535393,13,13.0,166,355.74,2010.0,NIKON,dslr,14.0
13.6175313606,-3.25005225251,-0.234283983392,14,14.0,166,355.74,2010.0,NIKON,dslr,14.0
14.5959667265,-3.45799874482,-0.232625657943,15,15.0,166,355.74,2010.0,NIKON,dslr,14.0
16.5117550815,-4.04499000344,-0.240244991087,17,17.0,166,355.74,2010.0,NIKON,dslr,14.0
23.3597229873,-5.50666341422,-0.23150672215,24,24.0,166,355.74,2010.0,NIKON,dslr,14.0
27.2553423842,-6.41453907313,-0.231143417217,28,28.0,166,355.74,2010.0,NIKON,dslr,14.0
28.1953825165,-6.78383407428,-0.236113065183,29,29.0,166,355.74,2010.0,NIKON,dslr,14.0
30.1757255548,-7.10109760833,-0.231119772041,31,31.0,166,355.74,2010.0,NIKON,dslr,14.0
32.1042642192,-7.6365056762,-0.233526016415,33,33.0,166,355.74,2010.0,NIKON,dslr,14.0
34.061226649,-8.05188419954,-0.232133000519,35,35.0,166,355.74,2010.0,NIKON,dslr,14.0
8.79180746847,-1.92460942464,-0.215509829181,9,9.0,167,355.74,2010.0,NIKON,dslr,14.0
15.5953320951,-3.57569809187,-0.225384476175,16,16.0,167,355.74,2010.0,NIKON,dslr,14.0
17.5408169343,-4.03976995351,-0.226359783172,18,18.0,167,355.74,2010.0,NIKON,dslr,14.0
18.5601011739,-4.0648055812,-0.215603644532,19,19.0,167,355.74,2010.0,NIKON,dslr,14.0
21.4950452397,-4.68647310277,-0.214666407739,22,22.0,167,355.74,2010.0,NIKON,dslr,14.0
24.4490273962,-5.21968000729,-0.210334664396,25,25.0,167,355.74,2010.0,NIKON,dslr,14.0
25.3856130146,-5.61877672398,-0.21782527188,26,26.0,167,342.77,2003.0,CANON,dslr,6.0
26.3347971869,-5.95637953183,-0.222436399757,27,27.0,167,342.77,2003.0,CANON,dslr,6.0
29.3047878213,-6.4210132182,-0.215702574141,30,30.0,167,342.77,2003.0,CANON,dslr,6.0
31.2638435202,-6.82437457531,-0.214912257858,32,32.0,167,342.77,2003.0,CANON,dslr,6.0
33.1541680824,-7.53665302116,-0.223522914806,34,34.0,167,342.77,2003.0,CANON,dslr,6.0
19.6111180013,-3.92479945196,-0.19752185137,20,20.0,168,342.77,2003.0,CANON,dslr,6.0
20.5732720945,-4.211944364,-0.2019384631,21,21.0,168,342.77,2003.0,CANON,dslr,6.0
22.5131486374,-4.70724318796,-0.206119148988,23,23.0,168,342.77,2003.0,CANON,dslr,6.0
27.4702868888,-5.42064002191,-0.194824427002,28,28.0,168,342.77,2003.0,CANON,dslr,6.0
28.4160887181,-5.79015560791,-0.201011471289,29,29.0,168,342.77,2003.0,CANON,dslr,6.0
30.3919104942,-6.10997352811,-0.198394848567,31,31.0,168,342.77,2003.0,CANON,dslr,6.0
32.324204439,-6.64423113557,-0.202726088438,33,33.0,168,342.77,2003.0,CANON,dslr,6.0
33.3647918356,-6.54145746493,-0.193602984772,34,34.0,168,342.77,2003.0,CANON,dslr,6.0
34.2800574298,-7.062411954,-0.203178229518,35,35.0,168,342.77,2003.0,CANON,dslr,6.0
4.91909921122,-0.89580296391,-0.18013317252,5,5.0,169,342.77,2003.0,CANON,dslr,6.0
10.8137858019,-2.01544948593,-0.184263631611,11,11.0,169,342.77,2003.0,CANON,dslr,6.0
16.7258606982,-3.04065517689,-0.179829747749,17,17.0,169,342.77,2003.0,CANON,dslr,6.0
23.5723845083,-4.51028697447,-0.189052767372,24,24.0,169,342.77,2003.0,CANON,dslr,6.0
25.5866337659,-4.61781036087,-0.17855536371,26,26.0,169,342.77,2003.0,CANON,dslr,6.0
26.540209353,-4.96158114917,-0.184812535642,27,27.0,169,342.77,2003.0,CANON,dslr,6.0
29.5059239617,-5.42221828807,-0.181739410318,30,30.0,169,342.77,2003.0,CANON,dslr,6.0
31.4646268027,-5.82900164385,-0.183178998731,32,32.0,169,342.77,2003.0,CANON,dslr,6.0
9.86643332085,-1.62895473395,-0.163624617374,10,10.0,170,342.77,2003.0,CANON,dslr,6.0
13.8203688168,-2.23548781438,-0.160364156249,14,14.0,170,342.77,2003.0,CANON,dslr,6.0
14.799759803,-2.44276682728,-0.163579665557,15,15.0,170,342.77,2003.0,CANON,dslr,6.0
15.7940802618,-2.55871621765,-0.160609369915,16,16.0,170,342.77,2003.0,CANON,dslr,6.0
17.7428353476,-3.03179712821,-0.169239916743,18,18.0,170,342.77,2003.0,CANON,dslr,6.0
18.7529453244,-3.05402057284,-0.161438253953,19,19.0,170,342.77,2003.0,CANON,dslr,6.0
21.6898081232,-3.6813344837,-0.168124294352,22,22.0,170,342.77,2003.0,CANON,dslr,6.0
22.7004926141,-3.69968040192,-0.161557551065,23,23.0,170,342.77,2003.0,CANON,dslr,6.0
24.6415842668,-4.21809492809,-0.169534759804,25,25.0,170,342.77,2003.0,CANON,dslr,6.0
27.6490001711,-4.41959155813,-0.158505436788,28,28.0,170,342.77,2003.0,CANON,dslr,6.0
28.6017864295,-4.78934369652,-0.165909877394,29,29.0,170,342.77,2003.0,CANON,dslr,6.0
30.5755510146,-5.11230673519,-0.165669925092,31,31.0,170,342.77,2003.0,CANON,dslr,6.0
32.513483193,-5.64565413924,-0.171926160462,33,33.0,170,342.77,2003.0,CANON,dslr,6.0
33.5455495814,-5.54040641834,-0.163683054738,34,34.0,170,342.77,2003.0,CANON,dslr,6.0
34.4701505463,-6.0670191459,-0.174223458517,35,35.0,170,342.77,2003.0,CANON,dslr,6.0
11.8603381256,-1.82548063428,-0.15271630955,12,12.0,171,342.77,2003.0,CANON,dslr,6.0
12.8567647846,-1.92447376528,-0.148582544163,13,13.0,171,342.77,2003.0,CANON,dslr,6.0
19.7859390085,-2.9183244428,-0.146439043995,20,20.0,171,342.77,2003.0,CANON,dslr,6.0
20.7539428212,-3.20528584886,-0.153231600253,21,21.0,171,342.77,2003.0,CANON,dslr,6.0
23.7425669992,-3.50578269275,-0.146598812594,24,24.0,171,342.77,2003.0,CANON,dslr,6.0
26.7080568206,-3.95976020321,-0.147188671527,27,27.0,171,342.77,2003.0,CANON,dslr,6.0
29.6730283937,-4.41716944934,-0.147776246496,30,30.0,171,342.77,2003.0,CANON,dslr,6.0
31.6337278732,-4.82775940183,-0.151445739604,32,32.0,171,342.77,2003.0,CANON,dslr,6.0
32.6719209387,-4.64172189798,-0.141126232485,33,33.0,171,342.77,2003.0,CANON,dslr,6.0
34.6313466395,-5.06654023316,-0.145268687516,35,35.0,171,342.77,2003.0,CANON,dslr,6.0
6.93806863869,-0.929087490378,-0.133119601056,7,7.0,172,342.77,2003.0,CANON,dslr,6.0
7.92452610137,-1.09630564567,-0.137470788906,8,8.0,172,342.77,2003.0,CANON,dslr,6.0
24.7931276522,-3.20948924617,-0.128734855212,25,25.0,172,342.77,2003.0,CANON,dslr,6.0
25.7482017825,-3.60972366889,-0.13928545554,26,26.0,172,342.77,2003.0,CANON,dslr,6.0
27.7912465217,-3.4127139887,-0.122186446573,28,28.0,172,342.77,2003.0,CANON,dslr,6.0
28.7522468718,-3.78263133578,-0.130808283499,29,29.0,172,342.77,2003.0,CANON,dslr,6.0
30.7264504691,-4.10916555617,-0.132945001617,31,31.0,172,342.77,2003.0,CANON,dslr,6.0
33.6962795172,-4.53439595766,-0.133763124704,34,34.0,172,342.77,2003.0,CANON,dslr,6.0
16.878935463,-2.02522532934,-0.119414504411,17,17.0,173,342.77,2003.0,CANON,dslr,6.0
17.88698032,-2.01393521084,-0.112120050315,18,18.0,173,337.5,2006.0,CANON,dslr,8.0
18.8907838552,-2.03427759595,-0.107272863374,19,19.0,173,337.5,2006.0,CANON,dslr,8.0
21.837595712,-2.66822291389,-0.121582180966,22,22.0,173,337.5,2006.0,CANON,dslr,8.0
22.842766864,-2.68477224289,-0.116995953141,23,23.0,173,337.5,2006.0,CANON,dslr,8.0
26.8381020204,-2.95233465949,-0.109564807413,27,27.0,173,337.5,2006.0,CANON,dslr,8.0
29.8059083814,-3.40702591088,-0.113813082673,30,30.0,173,337.5,2006.0,CANON,dslr,8.0
31.7709764612,-3.82165601533,-0.119712480477,32,32.0,173,337.5,2006.0,CANON,dslr,8.0
32.7993673883,-3.63338670234,-0.110326304509,33,33.0,173,337.5,2006.0,CANON,dslr,8.0
34.7635105756,-4.06181393743,-0.116313916516,35,35.0,173,337.5,2006.0,CANON,dslr,8.0
8.95772827541,-0.871265828454,-0.0969591630079,9,9.0,174,337.5,2006.0,CANON,dslr,8.0
10.9564007961,-0.978407683139,-0.08906385423,11,11.0,174,337.5,2006.0,CANON,dslr,8.0
14.9330252843,-1.41589401338,-0.0945336731699,15,15.0,174,337.5,2006.0,CANON,dslr,8.0
15.9265825672,-1.53100219839,-0.0958342636555,16,16.0,174,337.5,2006.0,CANON,dslr,8.0
19.9091407599,-1.90423585837,-0.0953562366193,20,20.0,174,337.5,2006.0,CANON,dslr,8.0
20.8853874885,-2.19102474982,-0.104524737407,21,21.0,174,337.5,2006.0,CANON,dslr,8.0
23.8699637796,-2.49496075365,-0.104144857815,24,24.0,174,337.5,2006.0,CANON,dslr,8.0
24.9034053235,-2.19554168614,-0.0879349506198,25,25.0,174,337.5,2006.0,CANON,dslr,8.0
25.8700679383,-2.59607104465,-0.10001554737,26,26.0,174,337.5,2006.0,CANON,dslr,8.0
28.8672846786,-2.77125879068,-0.0957066896039,29,29.0,174,337.5,2006.0,CANON,dslr,8.0
30.8444472709,-3.10162417975,-0.100220078142,31,31.0,174,337.5,2006.0,CANON,dslr,8.0
31.8762343691,-2.81170454517,-0.0879792213497,32,32.0,174,337.5,2006.0,CANON,dslr,8.0
33.8168467192,-3.52432659848,-0.103843194669,34,34.0,174,337.5,2006.0,CANON,dslr,8.0
34.8665315588,-3.05368254106,-0.0873591455147,35,35.0,174,337.5,2006.0,CANON,dslr,8.0
13.947724211,-1.208713917,-0.0864443291056,14,14.0,175,337.5,2006.0,CANON,dslr,8.0
21.9380879313,-1.6493325674,-0.0750400675792,22,22.0,175,332.27,2009.0,CANON,dslr,18.0
22.9396889147,-1.6645337171,-0.072434355218,23,23.0,175,332.27,2010.0,CANON,dslr,18.0
26.930160888,-1.94073041619,-0.0719409432977,27,27.0,175,332.27,2010.0,CANON,dslr,18.0
27.8968383287,-2.40133530868,-0.0858674563577,28,28.0,175,332.27,2010.0,CANON,dslr,18.0
29.904410663,-2.39295275771,-0.0798499188505,30,30.0,175,332.27,2010.0,CANON,dslr,18.0
32.8957016512,-2.62160501933,-0.0795263765327,33,33.0,175,332.27,2010.0,CANON,dslr,18.0
33.9071432634,-2.51110248969,-0.0739232646352,34,34.0,175,332.27,2012.0,CANON,dslr,18.0
5.99108424387,-0.326970308834,-0.0545220600037,6,6.0,176,332.27,2010.0,CANON,dslr,18.0
9.98265610185,-0.588708036512,-0.0589048622548,10,10.0,176,332.27,2010.0,CANON,dslr,18.0
11.9743070789,-0.784837550762,-0.0654498469498,12,12.0,176,332.27,2009.0,CANON,dslr,18.0
12.9690222434,-0.896918085045,-0.0690485529332,13,13.0,176,332.27,2011.0,CANON,dslr,18.0
16.9704208228,-1.0024056542,-0.0589992610725,17,17.0,176,332.27,2008.0,CANON,dslr,15.0
17.9727816803,-0.989504255424,-0.0550001838856,18,18.0,176,332.27,2012.0,CANON,dslr,18.0
18.973212462,-1.00856773236,-0.0531074727944,19,19.0,176,332.27,2009.0,CANON,dslr,18.0
20.9672943241,-1.17156678213,-0.0558178745608,21,21.0,176,332.27,2010.0,CANON,dslr,18.0
23.9543452718,-1.47964272664,-0.0616909030371,24,24.0,176,332.27,2010.0,CANON,dslr,18.0
25.9520443244,-1.57841546703,-0.0607456392003,26,26.0,176,332.27,2012.0,CANON,dslr,18.0
28.9467581238,-1.75647206753,-0.0606050957091,29,29.0,176,332.27,2009.0,CANON,dslr,18.0
30.929415066,-2.09076150647,-0.067495154667,31,31.0,176,332.27,2009.0,CANON,dslr,18.0
31.9493956109,-1.79892192687,-0.0562459622225,32,32.0,176,332.27,2011.0,CANON,dslr,18.0
34.9403232245,-2.04299118096,-0.0584043745139,35,35.0,176,332.27,2010.0,CANON,dslr,18.0
19.9804018362,-0.885179340005,-0.0442734292438,20,20.0,177,332.27,2011.0,CANON,dslr,18.0
24.9722337342,-1.17793986365,-0.0471350460278,25,25.0,177,332.27,2009.0,CANON,dslr,15.0
27.9656363243,-1.38678944974,-0.0495484661428,28,28.0,177,332.27,2009.0,CANON,dslr,15.0
29.9684216272,-1.37611960725,-0.0458867550279,30,30.0,177,332.27,2008.0,CANON,dslr,15.0
32.9608323484,-1.60733658516,-0.0487264485564,33,33.0,177,332.27,2010.0,CANON,dslr,18.0
33.9670883223,-1.49563060409,-0.0440033346011,34,34.0,177,332.27,2010.0,CANON,dslr,18.0
14.9951280997,-0.382273819707,-0.0254876807833,15,15.0,178,332.27,2008.0,CANON,dslr,15.0
15.9922832503,-0.496866623852,-0.031059157396,16,16.0,178,332.27,2009.0,CANON,dslr,18.0
21.9910671373,-0.626870133838,-0.0284979541927,22,22.0,178,332.27,2009.0,CANON,dslr,18.0
22.9910663365,-0.640990413685,-0.0278727572948,23,23.0,178,332.27,2009.0,CANON,dslr,18.0
23.9955594148,-0.461658283426,-0.0192369482589,24,24.0,178,332.27,2009.0,CANON,dslr,15.0
25.9940045391,-0.558326087163,-0.0214757310304,26,26.0,178,332.27,2010.0,CANON,dslr,18.0
26.9841031242,-0.926379286018,-0.0343170791829,27,27.0,178,332.27,2009.0,CANON,dslr,18.0
28.9905692964,-0.739521378885,-0.0255035018142,29,29.0,178,332.27,2009.0,CANON,dslr,15.0
30.9812628687,-1.07765999341,-0.0347702311921,31,31.0,178,332.27,2012.0,CANON,dslr,18.0
31.9903865196,-0.78432794668,-0.0245127030953,32,32.0,178,332.27,2008.0,CANON,dslr,15.0
32.9946976997,-0.591543494869,-0.01792652058,33,33.0,178,332.27,2010.0,CANON,dslr,18.0
34.9848237118,-1.03058714009,-0.029449603513,35,35.0,178,332.27,2008.0,CANON,dslr,15.0
7.99994266503,-0.0302878887318,-0.00378599513606,8,8.0,179,332.27,2009.0,CANON,dslr,18.0
13.9989019723,-0.175338443365,-0.0125245019623,14,14.0,179,332.27,2010.0,CANON,dslr,18.0
20.9994690541,-0.149329987479,-0.0071110117144,21,21.0,179,332.27,2009.0,CANON,dslr,18.0
24.9994983265,-0.1583774765,-0.00633514143568,25,25.0,179,332.27,2009.0,CANON,dslr,18.0
27.9975497693,-0.370414520829,-0.0132294759279,28,28.0,179,332.27,2009.0,CANON,dslr,18.0
29.9978674449,-0.357699260213,-0.0119235912053,30,30.0,179,332.27,2009.0,CANON,dslr,18.0
30.9999351591,-0.0634044950257,-0.00204530771717,31,31.0,179,332.27,2010.0,CANON,dslr,18.0
33.9966282369,-0.478819926534,-0.0140834045669,34,34.0,179,332.27,2009.0,CANON,dslr,18.0
34.999995715,-0.0173191372204,-0.000494832512204,35,35.0,179,332.27,2010.0,CANON,dslr,18.0
3.99959535192,0.0568948233413,0.0142241854877,4,4.0,180,332.27,2009.0,CANON,dslr,18.0
10.9997929281,0.0674947311407,0.00613592315155,11,11.0,180,332.27,2010.0,CANON,dslr,18.0
12.9992853678,0.136308200107,0.0104854382969,13,13.0,180,332.27,2010.0,CANON,dslr,18.0
16.9999829575,0.0240716904736,0.00141598226574,17,17.0,180,332.27,2011.0,CANON,dslr,18.0
17.9999595625,0.0381542572072,0.00211968254326,18,18.0,180,332.27,2010.0,CANON,dslr,18.0
18.9999893677,0.0201004341606,0.00105791778474,19,19.0,180,332.27,2010.0,CANON,dslr,18.0
19.9995363255,0.136186510185,0.0068093781316,20,20.0,180,332.27,2010.0,CANON,dslr,18.0
22.9967971242,0.383825516862,0.0166888406285,23,23.0,180,332.27,2010.0,CANON,dslr,18.0
26.99985238,0.0892830304468,0.00330678493195,27,27.0,180,332.27,2010.0,CANON,dslr,18.0
28.9986642214,0.278340396683,0.00959809208064,29,29.0,180,332.27,2010.0,CANON,dslr,18.0
31.9991658208,0.23105578527,0.00722055603186,32,32.0,180,332.27,2010.0,CANON,dslr,18.0
32.9972655816,0.424810710255,0.0128734073964,33,33.0,180,332.27,2010.0,CANON,dslr,18.0
33.9957365649,0.538419359701,0.0158365254673,34,34.0,180,332.27,2009.0,CANON,dslr,15.0
6.99858195485,0.140892232838,0.0201288210703,7,7.0,181,332.27,2010.0,CANON,dslr,18.0
8.99790221296,0.194308430128,0.0215915031653,9,9.0,181,332.27,2009.0,CANON,dslr,15.0
11.997144325,0.261778620415,0.0218166156499,12,12.0,181,332.27,2009.0,CANON,dslr,18.0
15.9909067398,0.53935298198,0.0337159488636,16,16.0,181,332.27,2009.0,CANON,dslr,18.0
21.9964185887,0.396949960844,0.0180441591938,22,22.0,181,332.27,2011.0,CANON,dslr,18.0
23.9935319378,0.557158099218,0.0232170065194,24,24.0,181,332.27,2008.0,CANON,dslr,15.0
24.9851537209,0.861448514326,0.0344647631564,25,25.0,181,332.27,2008.0,CANON,dslr,15.0
25.995883883,0.462624191063,0.0177941771395,26,26.0,181,332.27,2009.0,CANON,dslr,18.0
27.9925365722,0.646448956708,0.023089514287,28,28.0,181,332.27,2010.0,CANON,dslr,18.0
29.9927141535,0.661133652005,0.0220395726173,30,30.0,181,332.27,2008.0,CANON,dslr,15.0
30.9854119425,0.950918898476,0.0306796157577,31,31.0,181,332.27,2011.0,CANON,dslr,18.0
34.985826515,0.995963384634,0.0284599384886,35,35.0,181,332.27,2008.0,CANON,dslr,15.0
2.99638636862,0.147203022982,0.0490873852123,3,3.0,182,332.27,2008.0,CANON,dslr,15.0
4.99510203598,0.221259237374,0.0442663027361,5,5.0,182,332.27,2010.0,CANON,dslr,18.0
9.98950681359,0.457988669365,0.0458148928649,10,10.0,182,332.27,2010.0,CANON,dslr,18.0
14.9857723009,0.6531680828,0.0435583116033,15,15.0,182,332.27,2009.0,CANON,dslr,18.0
20.9818353636,0.873261001407,0.041595851132,21,21.0,182,332.27,2010.0,CANON,dslr,18.0
26.9773863639,1.10481897677,0.0409306490468,27,27.0,182,332.27,2009.0,CANON,dslr,18.0
28.9710329257,1.29585925817,0.0446996859755,29,29.0,182,332.27,2010.0,CANON,dslr,18.0
31.9757246744,1.24620686363,0.038953815159,32,32.0,182,332.27,2010.0,CANON,dslr,18.0
32.9685335583,1.44076195669,0.0436733353727,33,33.0,182,332.27,2010.0,CANON,dslr,18.0
33.9644141046,1.55517668769,0.0457564555015,34,34.0,182,332.27,2009.0,CANON,dslr,18.0
13.9736225854,0.858994668051,0.061395325181,14,14.0,183,332.27,2010.0,CANON,dslr,18.0
16.9675139978,1.05046120016,0.061831225604,17,17.0,183,332.27,2009.0,CANON,dslr,18.0
17.968425318,1.06568831858,0.0592395489722,18,18.0,183,332.27,2008.0,CANON,dslr,15.0
18.9710360309,1.04870964264,0.0552233083639,19,19.0,183,332.27,2010.0,CANON,dslr,18.0
19.966494308,1.15719706532,0.057892185507,20,20.0,183,332.27,2011.0,CANON,dslr,18.0
21.9541306955,1.4199103503,0.0645862725803,22,22.0,183,332.27,2010.0,CANON,dslr,18.0
22.9568698999,1.40787939737,0.0612504385518,23,23.0,183,332.27,2010.0,CANON,dslr,18.0
23.9482664946,1.57497044531,0.0656709612976,24,24.0,183,332.27,2010.0,CANON,dslr,18.0
25.9576794581,1.48286113632,0.0570640853093,26,26.0,183,332.27,2010.0,CANON,dslr,18.0
27.9506033451,1.66245981716,0.0594085045019,28,28.0,183,332.27,2009.0,CANON,dslr,15.0
29.9529676969,1.67920402217,0.0560027364399,30,30.0,183,332.27,2009.0,CANON,dslr,15.0
30.9377087707,1.9642240242,0.0634045392326,31,31.0,183,332.27,2011.0,CANON,dslr,18.0
34.9423279902,2.00841097027,0.0574147094895,35,35.0,183,332.27,2009.0,CANON,dslr,18.0
24.9292237927,1.87984070911,0.0752646677485,25,25.0,184,332.27,2009.0,CANON,dslr,18.0
26.9167368742,2.11879117537,0.0785545131616,27,27.0,184,332.27,2008.0,CANON,dslr,15.0
28.9077094511,2.31178162702,0.0798012798704,29,29.0,184,332.27,2010.0,CANON,dslr,18.0
31.9200866838,2.26010311731,0.0706870742862,32,32.0,184,332.27,2009.0,CANON,dslr,15.0
32.9085288839,2.45534655313,0.0744732633491,33,33.0,184,332.27,2011.0,CANON,dslr,18.0
33.9026888938,2.57054192192,0.0756763855357,34,34.0,184,332.27,2008.0,CANON,dslr,15.0
34.8695366063,3.01917486444,0.0863694804903,35,35.0,184,332.27,2009.0,CANON,dslr,15.0
10.943569232,1.11278590268,0.101335700533,11,11.0,185,332.27,2010.0,CANON,dslr,18.0
12.9473628248,1.16867270093,0.0900194295271,13,13.0,185,332.27,2009.0,CANON,dslr,18.0
15.9224588092,1.57331035397,0.0984910551232,16,16.0,185,332.27,2010.0,CANON,dslr,18.0
20.9144350776,1.89378071168,0.0903027139783,21,21.0,185,332.27,2010.0,CANON,dslr,18.0
25.879450173,2.50081161718,0.0963339934792,26,26.0,185,332.27,2010.0,CANON,dslr,18.0
27.8718053948,2.67627801936,0.0957274947168,28,28.0,185,332.27,2010.0,CANON,dslr,18.0
29.878673918,2.69533762257,0.0899659002625,30,30.0,185,332.27,2010.0,CANON,dslr,18.0
30.8568767255,2.97542580965,0.0961294627075,31,31.0,185,332.27,2010.0,CANON,dslr,18.0
31.8323078716,3.27172363874,0.102420333413,32,32.0,185,332.27,2010.0,CANON,dslr,18.0
11.9286760587,1.30640249822,0.10908307825,12,12.0,186,332.27,2010.0,CANON,dslr,18.0
14.9050024727,1.68549734194,0.11260430399,15,15.0,186,332.27,2010.0,CANON,dslr,18.0
17.8782818048,2.08974632617,0.116359415401,18,18.0,186,332.27,2010.0,CANON,dslr,18.0
18.8864373767,2.07424280505,0.109388698943,19,19.0,186,332.27,2010.0,CANON,dslr,18.0
19.8813619866,2.17518862544,0.108974992882,20,20.0,186,332.27,2010.0,CANON,dslr,18.0
21.864295044,2.43979553013,0.111128385967,22,22.0,186,332.27,2010.0,CANON,dslr,18.0
22.8713639354,2.42913806366,0.105812036475,23,23.0,186,332.27,2009.0,CANON,dslr,18.0
23.8598446565,2.5899445882,0.108124916076,24,24.0,186,332.27,2009.0,CANON,dslr,18.0
24.8318016318,2.89510409456,0.116064572341,25,25.0,186,332.27,2010.0,CANON,dslr,18.0
26.8179897534,3.129764462,0.116178377276,27,27.0,186,332.27,2009.0,CANON,dslr,18.0
28.8087718117,3.32485589157,0.114902873765,29,29.0,186,332.27,2009.0,CANON,dslr,18.0
32.8173084765,3.46760210464,0.105273191325,33,33.0,186,332.27,2009.0,CANON,dslr,18.0
33.8106161848,3.583606173,0.10559631557,34,34.0,186,332.27,2009.0,CANON,dslr,18.0
34.7675133858,4.02740772336,0.115324251491,35,35.0,186,332.27,2009.0,CANON,dslr,18.0
5.95318785837,0.748033637607,0.124997520201,6,6.0,187,332.27,2009.0,CANON,dslr,18.0
7.93260006232,1.0362703563,0.129898798634,8,8.0,187,332.27,2009.0,CANON,dslr,18.0
13.8720241177,1.88863624846,0.135315152324,14,14.0,187,332.27,2009.0,CANON,dslr,18.0
16.8731324197,2.07301769084,0.122246468942,17,17.0,187,332.27,2010.0,CANON,dslr,18.0
20.7974280623,2.90980858333,0.139009576825,21,21.0,187,332.27,2010.0,CANON,dslr,18.0
25.7613166514,3.51490602779,0.135603901649,26,26.0,187,332.27,2010.0,CANON,dslr,18.0
27.7562466496,3.68656641409,0.132046484932,28,28.0,187,332.27,2010.0,CANON,dslr,18.0
29.7699185063,3.70836245931,0.123929064085,30,30.0,187,332.27,2010.0,CANON,dslr,18.0
30.7430023637,3.98344143461,0.128854386182,31,31.0,187,332.27,2010.0,CANON,dslr,18.0
31.7124766237,4.28004981179,0.134153592541,32,32.0,187,332.27,2010.0,CANON,dslr,18.0
32.6949588642,4.47656842551,0.136073119302,33,33.0,187,332.27,2010.0,CANON,dslr,18.0
33.6882783953,4.59346261121,0.135516245604,34,34.0,187,332.27,2010.0,CANON,dslr,18.0
8.91176532708,1.25715502428,0.140142169339,9,9.0,188,332.27,2010.0,CANON,dslr,18.0
9.88691039824,1.49966755554,0.150534647985,10,10.0,188,332.27,2010.0,CANON,dslr,18.0
22.7404489949,3.44557390118,0.150373634398,23,23.0,188,332.27,2010.0,CANON,dslr,18.0
23.7284257655,3.60025147589,0.150578870854,24,24.0,188,332.27,2011.0,CANON,dslr,18.0
